,DateTime,Radiation,Temperature,elec
68,5/3/2023 20:00,1.25,11.11,0.332845859375
69,5/3/2023 21:00,1.28,10.93,0.3411035264
70,5/3/2023 22:00,1.27,10.56,0.338991235275
71,5/3/2023 23:00,1.25,10.79,0.333315859375
72,5/4/2023 0:00,1.26,11.11,0.33550818209999994
73,5/4/2023 1:00,1.24,10.14,0.3315968196
74,5/4/2023 2:00,1.23,10.05,0.329053157775
75,5/4/2023 3:00,1.23,9.91,0.329255492775
76,5/4/2023 4:00,1.23,9.68,0.32958790027499996
77,5/4/2023 5:00,1.23,9.44,0.32993476027499996
78,5/4/2023 6:00,15.31,9.44,4.099150267475
79,5/4/2023 7:00,106.57,10.46,28.062855102274998
80,5/4/2023 8:00,200.69,11.25,51.995152029975
81,5/4/2023 9:00,417.19,12.45,104.31431379997498
82,5/4/2023 10:00,458.92,13.47,113.5234167144
83,5/4/2023 11:00,200.06,12.92,51.4438055131
84,5/4/2023 12:00,446.71,13.33,110.76876789797501
85,5/4/2023 13:00,225.13,13.06,57.654367364275
86,5/4/2023 14:00,231.92,13.01,59.351359194400004
87,5/4/2023 15:00,103.85,12.55,27.101530694374997
88,5/4/2023 16:00,127.52,12.36,33.2007144384
89,5/4/2023 17:00,104.15,12.87,27.139559319375003
90,5/4/2023 18:00,3.53,11.99,0.936022980775
91,5/4/2023 19:00,1.25,11.3,0.33256679687499996
92,5/4/2023 20:00,1.23,10.74,0.32805593527500004
93,5/4/2023 21:00,1.23,10.42,0.328518415275
94,5/4/2023 22:00,1.23,10.09,0.32899534777499995
95,5/4/2023 23:00,1.22,10.09,0.32632101890000004
96,5/5/2023 0:00,1.24,10.07,0.3316988096
97,5/5/2023 1:00,1.24,10.23,0.3314656896
98,5/5/2023 2:00,1.23,9.68,0.32958790027499996
99,5/5/2023 3:00,1.23,9.86,0.329327755275
100,5/5/2023 4:00,1.23,9.44,0.32993476027499996
101,5/5/2023 5:00,1.24,8.89,0.3334180696
102,5/5/2023 6:00,10.98,8.98,2.9474322759000002
103,5/5/2023 7:00,174.99,10.93,45.561070548974996
104,5/5/2023 8:00,346.21,12.78,87.298443200475
105,5/5/2023 9:00,382.2,12.78,95.88861009000001
106,5/5/2023 10:00,444.41,12.82,110.500789969475
107,5/5/2023 11:00,696.92,13.52,166.5099174844
108,5/5/2023 12:00,467.78,13.75,115.4151278489
109,5/5/2023 13:00,482.17,13.61,118.800302863775
110,5/5/2023 14:00,177.86,13.1,45.8368226191
111,5/5/2023 15:00,178.66,12.73,46.1156271901
112,5/5/2023 16:00,187.75,12.59,48.432658859375
113,5/5/2023 17:00,92.84,13.18,24.195579227600003
114,5/5/2023 18:00,3.65,12.08,0.967441031875
115,5/5/2023 19:00,1.24,11.16,0.3301106796
116,5/5/2023 20:00,1.25,10.69,0.33346273437499996
117,5/5/2023 21:00,1.24,10.51,0.33105772959999996
118,5/5/2023 22:00,1.25,10.42,0.33385929687500004
119,5/5/2023 23:00,1.24,10.42,0.3311888596
120,5/6/2023 0:00,1.23,10.21,0.32882191777499997
121,5/6/2023 1:00,1.23,9.12,0.33039724027500006
122,5/6/2023 2:00,1.23,9.21,0.33026716777500004
123,5/6/2023 3:00,1.23,8.75,0.330931982775
124,5/6/2023 4:00,1.23,8.8,0.33085972027500005
125,5/6/2023 5:00,1.22,8.33,0.3288439789
126,5/6/2023 6:00,35.04,7.96,9.418290873599998
127,5/6/2023 7:00,144.12,9.44,37.9327832124
128,5/6/2023 8:00,335.3,12.22,84.8970127775
129,5/6/2023 9:00,626.51,13.75,151.07303306397498
130,5/6/2023 10:00,818.02,14.58,190.9326534759
131,5/6/2023 11:00,406.44,14.77,100.67244046559999
132,5/6/2023 12:00,272.41,14.95,68.703517501975
133,5/6/2023 13:00,351.87,14.81,87.816136961775
134,5/6/2023 14:00,154.03,13.61,39.732607255775
135,5/6/2023 15:00,62.75,12.5,16.470341546874998
136,5/6/2023 16:00,56.03,12.18,14.740845433275
137,5/6/2023 17:00,49.59,12.22,13.055482559474997
138,5/6/2023 18:00,3.24,11.53,0.8609102496000001
139,5/6/2023 19:00,1.23,10.97,0.32772352777499997
140,5/6/2023 20:00,1.23,10.56,0.328316080275
141,5/6/2023 21:00,1.23,10.0,0.329125420275
142,5/6/2023 22:00,1.23,9.77,0.329457827775
143,5/6/2023 23:00,1.23,9.58,0.32973242527499996
144,5/7/2023 0:00,1.22,8.47,0.3286432889
145,5/7/2023 1:00,1.22,7.92,0.32943171390000003
146,5/7/2023 2:00,1.22,7.69,0.3297614189
147,5/7/2023 3:00,1.22,7.78,0.3296324039
148,5/7/2023 4:00,1.22,7.41,0.33016279890000005
149,5/7/2023 5:00,1.22,7.22,0.3304351639
150,5/7/2023 6:00,11.31,7.31,3.058077789975
151,5/7/2023 7:00,220.76,9.44,57.5082471196
152,5/7/2023 8:00,529.68,13.52,129.6750817104
153,5/7/2023 9:00,736.16,13.61,174.7891263376
154,5/7/2023 10:00,747.87,14.44,176.53140978427498
155,5/7/2023 11:00,683.37,14.91,162.482805746775
156,5/7/2023 12:00,693.61,15.56,164.137429288475
157,5/7/2023 13:00,333.13,15.09,83.249659211775
158,5/7/2023 14:00,144.22,13.8,37.2197560539
159,5/7/2023 15:00,88.65,12.78,23.158357531874998
160,5/7/2023 16:00,29.7,11.99,7.847922802499999
161,5/7/2023 17:00,30.49,10.74,8.100605381474999
162,5/7/2023 18:00,1.65,10.97,0.439604694375
163,5/7/2023 19:00,1.24,10.56,0.3309848796
164,5/7/2023 20:00,1.24,10.69,0.3307954696
165,5/7/2023 21:00,1.23,9.63,0.32966016277499993
166,5/7/2023 22:00,1.23,9.44,0.32993476027499996
167,5/7/2023 23:00,1.23,9.31,0.33012264277500003
168,5/8/2023 0:00,1.23,9.17,0.330324977775
169,5/8/2023 1:00,1.25,8.84,0.336179921875
170,5/8/2023 2:00,1.23,8.33,0.331538987775
171,5/8/2023 3:00,1.24,8.43,0.3340882896
172,5/8/2023 4:00,1.25,8.38,0.336855546875
173,5/8/2023 5:00,1.24,8.15,0.3344962496
174,5/8/2023 6:00,21.26,8.24,5.7177406171
175,5/8/2023 7:00,126.61,9.26,33.429027898475
176,5/8/2023 8:00,327.73,12.37,83.01000004277499
177,5/8/2023 9:00,749.87,15.37,176.131214671775
178,5/8/2023 10:00,872.04,15.97,200.45656731359998
179,5/8/2023 11:00,831.77,16.25,192.106728327775
180,5/8/2023 12:00,955.92,16.99,215.76602767440002
181,5/8/2023 13:00,557.69,17.08,133.64897384247502
182,5/8/2023 14:00,407.48,16.3,100.1825560484
183,5/8/2023 15:00,327.06,15.97,81.4645577781
184,5/8/2023 16:00,66.27,14.31,17.245093022775
185,5/8/2023 17:00,42.36,13.75,11.0866947216
186,5/8/2023 18:00,2.88,12.96,0.7604509824000001
187,5/8/2023 19:00,1.25,11.71,0.331964609375
188,5/8/2023 20:00,1.24,10.88,0.3305186396
189,5/8/2023 21:00,1.24,10.37,0.33126170959999995
190,5/8/2023 22:00,1.26,10.0,0.3371515371
191,5/8/2023 23:00,1.25,10.09,0.334343984375
192,5/9/2023 0:00,1.26,10.0,0.3371515371
193,5/9/2023 1:00,1.24,9.95,0.33187364960000004
194,5/9/2023 2:00,1.22,9.17,0.3276398389
195,5/9/2023 3:00,1.24,8.89,0.3334180696
196,5/9/2023 4:00,1.23,8.43,0.331394462775
197,5/9/2023 5:00,1.23,8.28,0.331611250275
198,5/9/2023 6:00,11.45,8.56,3.0790582868749996
199,5/9/2023 7:00,217.15,10.79,56.251016444375
200,5/9/2023 8:00,521.16,15.0,126.8394569676
201,5/9/2023 9:00,745.64,16.39,174.3551933816
202,5/9/2023 10:00,889.62,17.87,201.9603269649
203,5/9/2023 11:00,980.45,18.29,218.957415274375
204,5/9/2023 12:00,1053.05,18.13,232.673753699375
205,5/9/2023 13:00,844.45,17.41,193.50688917437498
206,5/9/2023 14:00,632.89,17.36,149.78457476847498
207,5/9/2023 15:00,473.49,16.62,115.131923786475
208,5/9/2023 16:00,340.1,15.79,84.6281798225
209,5/9/2023 17:00,86.71,14.95,22.436405212975
210,5/9/2023 18:00,1.97,12.5,0.521297573275
211,5/9/2023 19:00,1.24,10.56,0.3309848796
212,5/9/2023 20:00,1.24,10.0,0.3318007996
213,5/9/2023 21:00,1.24,9.77,0.3321359096
214,5/9/2023 22:00,1.23,10.09,0.32899534777499995
215,5/9/2023 23:00,1.24,10.05,0.33172794959999996
216,5/10/2023 0:00,1.24,8.97,0.3333015096
217,5/10/2023 1:00,1.24,9.44,0.3326167196
218,5/10/2023 2:00,1.24,9.6,0.3323835996
219,5/10/2023 3:00,1.24,8.54,0.3339280196
220,5/10/2023 4:00,1.23,8.33,0.331538987775
221,5/10/2023 5:00,1.22,8.15,0.32910200889999996
222,5/10/2023 6:00,10.35,8.29,2.786938419375
223,5/10/2023 7:00,219.11,10.79,56.743600870974994
224,5/10/2023 8:00,528.54,14.86,128.5850425911
225,5/10/2023 9:00,741.03,16.39,173.39764275577502
226,5/10/2023 10:00,875.51,16.81,200.283000563975
227,5/10/2023 11:00,1017.84,17.08,227.4130801776
228,5/10/2023 12:00,1017.58,17.13,227.3045324169
229,5/10/2023 13:00,929.66,17.31,210.3497383701
230,5/10/2023 14:00,803.14,17.12,185.48382970909998
231,5/10/2023 15:00,607.98,16.71,144.88738245090002
232,5/10/2023 16:00,368.67,15.79,91.36606026877499
233,5/10/2023 17:00,87.93,15.14,22.728671122275
234,5/10/2023 18:00,2.17,12.92,0.5731349912750001
235,5/10/2023 19:00,1.25,11.57,0.332170234375
236,5/10/2023 20:00,1.24,10.28,0.3313928396
237,5/10/2023 21:00,1.23,9.31,0.33012264277500003
238,5/10/2023 22:00,1.23,9.81,0.329400017775
239,5/10/2023 23:00,1.24,9.72,0.3322087596
240,5/11/2023 0:00,1.24,10.62,0.3308974596
241,5/11/2023 1:00,1.23,11.11,0.32752119277499997
242,5/11/2023 2:00,1.25,11.11,0.332845859375
243,5/11/2023 3:00,1.24,11.02,0.33031465959999995
244,5/11/2023 4:00,1.23,10.69,0.328128197775
245,5/11/2023 5:00,1.23,10.6,0.328258270275
246,5/11/2023 6:00,11.9,10.0,3.1797457475
247,5/11/2023 7:00,225.54,10.83,58.3470773361
248,5/11/2023 8:00,530.76,14.31,129.42660090959998
249,5/11/2023 9:00,740.19,14.58,174.797202692475
250,5/11/2023 10:00,891.46,15.05,205.2740738861
251,5/11/2023 11:00,962.92,14.91,219.46181263439996
252,5/11/2023 12:00,935.13,15.23,213.692557496775
253,5/11/2023 13:00,946.72,15.56,215.5871920064
254,5/11/2023 14:00,720.26,15.69,169.6573042221
255,5/11/2023 15:00,611.62,15.97,146.2081554949
256,5/11/2023 16:00,350.72,15.93,87.08180144640001
257,5/11/2023 17:00,78.16,15.46,20.2007927776
258,5/11/2023 18:00,2.05,13.7,0.5395707368750001
259,5/11/2023 19:00,1.24,12.04,0.3288285196
260,5/11/2023 20:00,1.24,11.11,0.3301835296
261,5/11/2023 21:00,1.24,10.74,0.33072261960000005
262,5/11/2023 22:00,1.24,10.56,0.3309848796
263,5/11/2023 23:00,1.24,10.56,0.3309848796
264,5/12/2023 0:00,1.24,9.88,0.3319756396
265,5/12/2023 1:00,1.23,9.26,0.330194905275
266,5/12/2023 2:00,1.24,8.89,0.3334180696
267,5/12/2023 3:00,1.23,8.43,0.331394462775
268,5/12/2023 4:00,1.23,8.33,0.331538987775
269,5/12/2023 5:00,1.22,7.69,0.3297614189
270,5/12/2023 6:00,14.85,7.45,4.0109521443750005
271,5/12/2023 7:00,197.31,10.09,51.411897144975
272,5/12/2023 8:00,388.9,12.78,97.4776974975
273,5/12/2023 9:00,699.86,14.44,166.38327118910001
274,5/12/2023 10:00,864.3,15.42,199.4717321775
275,5/12/2023 11:00,768.38,15.46,179.8962797999
276,5/12/2023 12:00,800.23,14.35,187.498404297775
277,5/12/2023 13:00,920.93,15.23,210.908595879775
278,5/12/2023 14:00,826.06,15.56,191.62393441310002
279,5/12/2023 15:00,583.83,15.32,140.58275664127498
280,5/12/2023 16:00,337.43,14.44,84.53080151727501
281,5/12/2023 17:00,85.02,14.63,22.0361463309
282,5/12/2023 18:00,1.97,13.24,0.5195846582749999
283,5/12/2023 19:00,1.25,12.5,0.330804296875
284,5/12/2023 20:00,1.24,11.67,0.32936760960000006
285,5/12/2023 21:00,1.24,11.48,0.3296444396
286,5/12/2023 22:00,1.24,11.25,0.3299795496
287,5/12/2023 23:00,1.25,10.69,0.33346273437499996
288,5/13/2023 0:00,1.24,10.56,0.3309848796
289,5/13/2023 1:00,1.24,10.0,0.3318007996
290,5/13/2023 2:00,1.23,9.12,0.33039724027500006
291,5/13/2023 3:00,1.23,8.38,0.331466725275
292,5/13/2023 4:00,1.22,8.61,0.3284425989
293,5/13/2023 5:00,1.25,8.89,0.336106484375
294,5/13/2023 6:00,10.57,9.54,2.830571032275
295,5/13/2023 7:00,206.05,12.41,53.064053924375
296,5/13/2023 8:00,531.68,16.06,128.5404348704
297,5/13/2023 9:00,743.55,17.55,172.907803074375
298,5/13/2023 10:00,898.23,18.29,203.19906594277498
299,5/13/2023 11:00,989.11,18.33,220.542966975975
300,5/13/2023 12:00,1004.0,18.06,223.654554
301,5/13/2023 13:00,941.2,17.92,211.90336804
302,5/13/2023 14:00,806.44,17.82,185.48885311560002
303,5/13/2023 15:00,611.83,18.52,144.420631421275
304,5/13/2023 16:00,369.07,18.19,90.419209434775
305,5/13/2023 17:00,89.87,16.87,23.041304896775
306,5/13/2023 18:00,1.91,13.33,0.503561801975
307,5/13/2023 19:00,1.24,11.76,0.3292364796
308,5/13/2023 20:00,1.24,11.16,0.3301106796
309,5/13/2023 21:00,1.24,10.42,0.3311888596
310,5/13/2023 22:00,1.23,10.46,0.328460605275
311,5/13/2023 23:00,1.24,10.56,0.3309848796
312,5/14/2023 0:00,1.24,11.11,0.3301835296
313,5/14/2023 1:00,1.24,11.11,0.3301835296
314,5/14/2023 2:00,1.23,10.91,0.32781024277500004
315,5/14/2023 3:00,1.23,9.65,0.3296312577750001
316,5/14/2023 4:00,1.23,9.81,0.329400017775
317,5/14/2023 5:00,1.23,9.35,0.33006483277500004
318,5/14/2023 6:00,10.53,10.32,2.8102234182749997
319,5/14/2023 7:00,206.59,13.94,52.827790504475
320,5/14/2023 8:00,535.7,15.32,129.90220102749998
321,5/14/2023 9:00,745.13,16.48,174.17053665927497
322,5/14/2023 10:00,898.59,17.27,204.346062741975
323,5/14/2023 11:00,984.68,16.9,221.36347864040002
324,5/14/2023 12:00,999.31,17.78,223.103774602475
325,5/14/2023 13:00,935.02,17.73,210.9244249809
326,5/14/2023 14:00,801.97,17.78,184.62476769327498
327,5/14/2023 15:00,610.25,17.41,144.877583609375
328,5/14/2023 16:00,367.28,16.9,90.5605528064
329,5/14/2023 17:00,81.13,16.62,20.849328334275
330,5/14/2023 18:00,1.85,13.52,0.487334006875
331,5/14/2023 19:00,1.24,11.99,0.3289013696
332,5/14/2023 20:00,1.23,11.2,0.32739112027500006
333,5/14/2023 21:00,1.22,10.56,0.32564727390000003
334,5/14/2023 22:00,1.22,11.2,0.32472983390000004
335,5/14/2023 23:00,1.23,11.2,0.32739112027500006
336,5/15/2023 0:00,1.23,10.16,0.32889418027499995
337,5/15/2023 1:00,1.21,9.72,0.32417273047500006
338,5/15/2023 2:00,1.22,9.68,0.3269087539
339,5/15/2023 3:00,1.23,10.0,0.329125420275
340,5/15/2023 4:00,1.21,10.05,0.323703552975
341,5/15/2023 5:00,1.21,9.91,0.323902597975
342,5/15/2023 6:00,10.35,9.44,2.772952981875
343,5/15/2023 7:00,204.79,12.73,52.67166084797499
344,5/15/2023 8:00,534.87,17.78,128.170541074275
345,5/15/2023 9:00,745.66,18.38,172.6158048551
346,5/15/2023 10:00,897.8,18.75,202.63013814
347,5/15/2023 11:00,988.19,19.09,219.487426874975
348,5/15/2023 12:00,1002.59,20.37,220.66900878697498
349,5/15/2023 13:00,937.74,20.61,208.2747875121
350,5/15/2023 14:00,803.43,20.23,182.606657579775
351,5/15/2023 15:00,606.39,19.58,142.497558383475
352,5/15/2023 16:00,362.4,18.75,88.63185996
353,5/15/2023 17:00,78.09,18.06,19.944328709475002
354,5/15/2023 18:00,1.79,15.32,0.467746515475
355,5/15/2023 19:00,1.23,12.78,0.325107625275
356,5/15/2023 20:00,1.23,12.12,0.32606149027500003
357,5/15/2023 21:00,1.23,12.18,0.325974775275
358,5/15/2023 22:00,1.23,12.22,0.32591696527499997
359,5/15/2023 23:00,1.22,10.79,0.32531756889999996
360,5/16/2023 0:00,1.22,10.31,0.3260056489
361,5/16/2023 1:00,1.21,9.65,0.324272252975
362,5/16/2023 2:00,1.22,9.49,0.3271811189
363,5/16/2023 3:00,1.22,9.77,0.3267797389
364,5/16/2023 4:00,1.22,10.0,0.3264500339
365,5/16/2023 5:00,1.22,9.49,0.3271811189
366,5/16/2023 6:00,25.27,10.09,6.737701752774999
367,5/16/2023 7:00,191.59,13.01,49.302755651975
368,5/16/2023 8:00,398.72,16.82,97.9083355264
369,5/16/2023 9:00,648.67,18.01,152.66294877377499
370,5/16/2023 10:00,798.56,19.12,182.6783939456
371,5/16/2023 11:00,607.07,19.07,143.006589024775
372,5/16/2023 12:00,688.53,19.07,160.218911885775
373,5/16/2023 13:00,947.12,20.05,210.6681573224
374,5/16/2023 14:00,415.63,18.61,100.938776481775
375,5/16/2023 15:00,343.23,17.36,84.73598485027502
376,5/16/2023 16:00,210.9,16.9,53.1643626975
377,5/16/2023 17:00,61.08,15.61,15.812401394400002
378,5/16/2023 18:00,1.37,13.94,0.36023767427500003
379,5/16/2023 19:00,1.23,13.24,0.324442810275
380,5/16/2023 20:00,1.22,12.78,0.32246490390000004
381,5/16/2023 21:00,1.24,12.22,0.3285662596
382,5/16/2023 22:00,1.23,11.76,0.32658178027499996
383,5/16/2023 23:00,1.22,11.44,0.3243857939
384,5/17/2023 0:00,1.22,10.63,0.32554692890000003
385,5/17/2023 1:00,1.22,10.09,0.32632101890000004
386,5/17/2023 2:00,1.21,9.12,0.325025780475
387,5/17/2023 3:00,1.21,8.8,0.32548074047500003
388,5/17/2023 4:00,1.19,8.66,0.32029748747500003
389,5/17/2023 5:00,1.21,8.38,0.326077875475
390,5/17/2023 6:00,9.97,9.03,2.676080675775
391,5/17/2023 7:00,196.8,12.13,50.810817840000006
392,5/17/2023 8:00,525.5,16.25,127.0435005625
393,5/17/2023 9:00,735.9,17.41,171.4483446225
394,5/17/2023 10:00,887.59,17.78,201.65685547947498
395,5/17/2023 11:00,973.81,17.68,218.400456267475
396,5/17/2023 12:00,986.09,17.69,220.716108076975
397,5/17/2023 13:00,917.83,17.13,208.24988367877498
398,5/17/2023 14:00,785.55,17.73,181.345484199375
399,5/17/2023 15:00,523.33,16.16,126.614260026275
400,5/17/2023 16:00,348.84,15.37,86.8676623776
401,5/17/2023 17:00,109.17,14.03,28.279561373775
402,5/17/2023 18:00,1.52,12.41,0.40240429839999997
403,5/17/2023 19:00,1.23,11.81,0.326509517775
404,5/17/2023 20:00,1.24,11.76,0.3292364796
405,5/17/2023 21:00,1.23,11.53,0.32691418777500003
406,5/17/2023 22:00,1.23,11.3,0.32724659527499994
407,5/17/2023 23:00,1.23,11.2,0.32739112027500006
408,5/18/2023 0:00,1.22,10.97,0.3250595389
409,5/18/2023 1:00,1.22,10.83,0.32526022889999995
410,5/18/2023 2:00,1.22,10.37,0.3259196389
411,5/18/2023 3:00,1.22,10.65,0.3255182589
412,5/18/2023 4:00,1.24,10.97,0.33038750959999996
413,5/18/2023 5:00,1.22,10.56,0.32564727390000003
414,5/18/2023 6:00,11.9,10.42,3.1738730975000005
415,5/18/2023 7:00,143.47,11.62,37.397490263275
416,5/18/2023 8:00,394.02,13.01,98.58342771090001
417,5/18/2023 9:00,718.25,13.94,170.711639921875
418,5/18/2023 10:00,813.85,14.86,189.811214081875
419,5/18/2023 11:00,911.33,14.86,209.414627781275
420,5/18/2023 12:00,924.38,15.19,211.6297341149
421,5/18/2023 13:00,686.38,14.31,163.6095555549
422,5/18/2023 14:00,324.79,13.1,82.02040499547499
423,5/18/2023 15:00,419.61,13.33,104.44973976097499
424,5/18/2023 16:00,306.7,14.26,77.22961327750001
425,5/18/2023 17:00,60.9,13.7,15.9028641975
426,5/18/2023 18:00,1.69,11.67,0.44886936997500004
427,5/18/2023 19:00,1.23,10.97,0.32772352777499997
428,5/18/2023 20:00,1.23,10.65,0.328186007775
429,5/18/2023 21:00,1.22,10.65,0.3255182589
430,5/18/2023 22:00,1.21,10.37,0.323248592975
431,5/18/2023 23:00,1.22,9.72,0.32685141389999994
432,5/19/2023 0:00,1.22,9.72,0.32685141389999994
433,5/19/2023 1:00,1.21,8.43,0.326006787975
434,5/19/2023 2:00,1.22,7.96,0.3293743739
435,5/19/2023 3:00,1.22,8.52,0.3285716139
436,5/19/2023 4:00,1.21,8.33,0.32614896297499996
437,5/19/2023 5:00,1.22,8.89,0.32804121890000004
438,5/19/2023 6:00,12.81,9.44,3.430920842475
439,5/19/2023 7:00,187.1,11.06,48.60562849749999
440,5/19/2023 8:00,411.48,13.19,102.61162347839999
441,5/19/2023 9:00,563.27,13.29,137.383796222775
442,5/19/2023 10:00,696.63,14.54,165.612840184275
443,5/19/2023 11:00,511.25,13.43,125.549292109375
444,5/19/2023 12:00,841.4,13.89,196.37846886
445,5/19/2023 13:00,549.96,14.58,133.56186120360002
446,5/19/2023 14:00,394.49,13.8,98.328300206475
447,5/19/2023 15:00,112.87,12.5,29.426205924275
448,5/19/2023 16:00,67.47,12.08,17.731296988275002
449,5/19/2023 17:00,34.63,11.57,9.161696956775
450,5/19/2023 18:00,1.4,11.11,0.37277995999999997
451,5/19/2023 19:00,1.26,11.11,0.33550818209999994
452,5/19/2023 20:00,1.25,11.02,0.33297804687500004
453,5/19/2023 21:00,1.27,10.56,0.338991235275
454,5/19/2023 22:00,1.26,10.56,0.3363224571
455,5/19/2023 23:00,1.26,10.32,0.3366777771
456,5/20/2023 0:00,1.26,10.0,0.3371515371
457,5/20/2023 1:00,1.27,9.86,0.340035810275
458,5/20/2023 2:00,1.28,9.26,0.34361520640000004
459,5/20/2023 3:00,1.26,8.38,0.33954994709999997
460,5/20/2023 4:00,1.24,8.52,0.3339571596
461,5/20/2023 5:00,1.2,7.59,0.32449734
462,5/20/2023 6:00,9.41,6.67,2.552048906975
463,5/20/2023 7:00,176.72,7.96,46.6174318064
464,5/20/2023 8:00,506.38,10.88,125.9575207499
465,5/20/2023 9:00,718.03,12.08,172.234173828275
466,5/20/2023 10:00,872.57,12.69,203.924981849775
467,5/20/2023 11:00,960.47,13.43,220.65663214577498
468,5/20/2023 12:00,969.67,13.56,222.30764235127498
469,5/20/2023 13:00,902.03,13.56,208.951138498275
470,5/20/2023 14:00,769.77,13.33,182.11053736777498
471,5/20/2023 15:00,511.82,12.78,126.0698876079
472,5/20/2023 16:00,343.12,11.94,86.8953184224
473,5/20/2023 17:00,72.14,10.05,19.1187819441
474,5/20/2023 18:00,1.47,7.96,0.396856168275
475,5/20/2023 19:00,1.2,6.9,0.32547023999999997
476,5/20/2023 20:00,1.21,7.08,0.327926150475
477,5/20/2023 21:00,1.23,7.78,0.332333875275
478,5/20/2023 22:00,1.21,7.36,0.32752806047499994
479,5/20/2023 23:00,1.21,6.76,0.328381110475
480,5/21/2023 0:00,1.2,7.22,0.32501904000000004
481,5/21/2023 1:00,1.21,7.04,0.32798302047500005
482,5/21/2023 2:00,1.22,8.06,0.32923102390000003
483,5/21/2023 3:00,1.21,8.52,0.325878830475
484,5/21/2023 4:00,1.2,7.64,0.32442684
485,5/21/2023 5:00,1.22,8.84,0.32811289390000004
486,5/21/2023 6:00,7.67,8.94,2.0601630162749998
487,5/21/2023 7:00,45.75,8.94,12.227044921875002
