+-----+-----------------+-------------+---------------+---------------+
|     | DateTime        |   Radiation |   Temperature |   Electricity |
|  26 | 5/2/2023 2:00   |        1.26 |          9.81 |   0.000337433 |
|  27 | 5/2/2023 3:00   |        1.25 |          9.49 |   0.000335225 |
|  28 | 5/2/2023 4:00   |        1.26 |          8.75 |   0.000339002 |
|  29 | 5/2/2023 5:00   |        1.24 |          8.66 |   0.000333753 |
|  30 | 5/2/2023 6:00   |       27.02 |          9.31 |   0.0072274   |
|  31 | 5/2/2023 7:00   |      242.1  |         11.3  |   0.0623561   |
|  32 | 5/2/2023 8:00   |      420.41 |         12.82 |   0.104889    |
|  33 | 5/2/2023 9:00   |      565.54 |         12.96 |   0.138111    |
|  34 | 5/2/2023 10:00  |      625.77 |         13.75 |   0.150911    |
|  35 | 5/2/2023 11:00  |      783.63 |         14.07 |   0.184325    |
|  36 | 5/2/2023 12:00  |      732.83 |         13.94 |   0.1738      |
|  37 | 5/2/2023 13:00  |      754.75 |         14.21 |   0.178176    |
|  38 | 5/2/2023 14:00  |      437.71 |         13.8  |   0.108434    |
|  39 | 5/2/2023 15:00  |      323.55 |         13.06 |   0.0817366   |
|  40 | 5/2/2023 16:00  |      168.76 |         12.27 |   0.0437104   |
|  41 | 5/2/2023 17:00  |       53.55 |         11.9  |   0.0141107   |
|  42 | 5/2/2023 18:00  |        1.7  |         11.25 |   0.000452364 |
|  43 | 5/2/2023 19:00  |        1.24 |         11.11 |   0.000330184 |
|  44 | 5/2/2023 20:00  |        1.23 |         10.88 |   0.000327854 |
|  45 | 5/2/2023 21:00  |        1.23 |         10.56 |   0.000328316 |
|  46 | 5/2/2023 22:00  |        1.24 |         10.56 |   0.000330985 |
|  47 | 5/2/2023 23:00  |        1.24 |         10.42 |   0.000331189 |
|  48 | 5/3/2023 0:00   |        1.25 |         10    |   0.000334476 |
|  49 | 5/3/2023 1:00   |        1.23 |          9.86 |   0.000329328 |
|  50 | 5/3/2023 2:00   |        1.24 |          9.26 |   0.000332879 |
|  51 | 5/3/2023 3:00   |        1.22 |          8.38 |   0.000328772 |
|  52 | 5/3/2023 4:00   |        1.23 |          8.98 |   0.0003306   |
|  53 | 5/3/2023 5:00   |        1.22 |          8.94 |   0.00032797  |
|  54 | 5/3/2023 6:00   |       25.61 |          9.12 |   0.00685724  |
|  55 | 5/3/2023 7:00   |      173.76 |         10.23 |   0.0453913   |
|  56 | 5/3/2023 8:00   |      287.83 |         11.92 |   0.0734608   |
|  57 | 5/3/2023 9:00   |      395.99 |         12.96 |   0.0990721   |
|  58 | 5/3/2023 10:00  |      492.32 |         12.92 |   0.121524    |
|  59 | 5/3/2023 11:00  |      305.56 |         12.31 |   0.0776549   |
|  60 | 5/3/2023 12:00  |      379.75 |         12.41 |   0.0954718   |
|  61 | 5/3/2023 13:00  |      338.23 |         12.22 |   0.0856039   |
|  62 | 5/3/2023 14:00  |      172.27 |         11.94 |   0.044665    |
|  63 | 5/3/2023 15:00  |      189.14 |         11.67 |   0.0489864   |
|  64 | 5/3/2023 16:00  |      131.19 |         11.71 |   0.0342394   |
|  65 | 5/3/2023 17:00  |       41.92 |         11.25 |   0.0110953   |
|  66 | 5/3/2023 18:00  |        1.82 |         11.11 |   0.000484587 |
|  67 | 5/3/2023 19:00  |        1.25 |         11.11 |   0.000332846 |
|  68 | 5/3/2023 20:00  |        1.25 |         11.11 |   0.000332846 |
|  69 | 5/3/2023 21:00  |        1.28 |         10.93 |   0.000341104 |
|  70 | 5/3/2023 22:00  |        1.27 |         10.56 |   0.000338991 |
|  71 | 5/3/2023 23:00  |        1.25 |         10.79 |   0.000333316 |
|  72 | 5/4/2023 0:00   |        1.26 |         11.11 |   0.000335508 |
|  73 | 5/4/2023 1:00   |        1.24 |         10.14 |   0.000331597 |
|  74 | 5/4/2023 2:00   |        1.23 |         10.05 |   0.000329053 |
|  75 | 5/4/2023 3:00   |        1.23 |          9.91 |   0.000329255 |
|  76 | 5/4/2023 4:00   |        1.23 |          9.68 |   0.000329588 |
|  77 | 5/4/2023 5:00   |        1.23 |          9.44 |   0.000329935 |
|  78 | 5/4/2023 6:00   |       15.31 |          9.44 |   0.00409915  |
|  79 | 5/4/2023 7:00   |      106.57 |         10.46 |   0.0280629   |
|  80 | 5/4/2023 8:00   |      200.69 |         11.25 |   0.0519952   |
|  81 | 5/4/2023 9:00   |      417.19 |         12.45 |   0.104314    |
|  82 | 5/4/2023 10:00  |      458.92 |         13.47 |   0.113523    |
|  83 | 5/4/2023 11:00  |      200.06 |         12.92 |   0.0514438   |
|  84 | 5/4/2023 12:00  |      446.71 |         13.33 |   0.110769    |
|  85 | 5/4/2023 13:00  |      225.13 |         13.06 |   0.0576544   |
|  86 | 5/4/2023 14:00  |      231.92 |         13.01 |   0.0593514   |
|  87 | 5/4/2023 15:00  |      103.85 |         12.55 |   0.0271015   |
|  88 | 5/4/2023 16:00  |      127.52 |         12.36 |   0.0332007   |
|  89 | 5/4/2023 17:00  |      104.15 |         12.87 |   0.0271396   |
|  90 | 5/4/2023 18:00  |        3.53 |         11.99 |   0.000936023 |
|  91 | 5/4/2023 19:00  |        1.25 |         11.3  |   0.000332567 |
|  92 | 5/4/2023 20:00  |        1.23 |         10.74 |   0.000328056 |
|  93 | 5/4/2023 21:00  |        1.23 |         10.42 |   0.000328518 |
|  94 | 5/4/2023 22:00  |        1.23 |         10.09 |   0.000328995 |
|  95 | 5/4/2023 23:00  |        1.22 |         10.09 |   0.000326321 |
|  96 | 5/5/2023 0:00   |        1.24 |         10.07 |   0.000331699 |
|  97 | 5/5/2023 1:00   |        1.24 |         10.23 |   0.000331466 |
|  98 | 5/5/2023 2:00   |        1.23 |          9.68 |   0.000329588 |
|  99 | 5/5/2023 3:00   |        1.23 |          9.86 |   0.000329328 |
| 100 | 5/5/2023 4:00   |        1.23 |          9.44 |   0.000329935 |
| 101 | 5/5/2023 5:00   |        1.24 |          8.89 |   0.000333418 |
| 102 | 5/5/2023 6:00   |       10.98 |          8.98 |   0.00294743  |
| 103 | 5/5/2023 7:00   |      174.99 |         10.93 |   0.0455611   |
| 104 | 5/5/2023 8:00   |      346.21 |         12.78 |   0.0872984   |
| 105 | 5/5/2023 9:00   |      382.2  |         12.78 |   0.0958886   |
| 106 | 5/5/2023 10:00  |      444.41 |         12.82 |   0.110501    |
| 107 | 5/5/2023 11:00  |      696.92 |         13.52 |   0.16651     |
| 108 | 5/5/2023 12:00  |      467.78 |         13.75 |   0.115415    |
| 109 | 5/5/2023 13:00  |      482.17 |         13.61 |   0.1188      |
| 110 | 5/5/2023 14:00  |      177.86 |         13.1  |   0.0458368   |
| 111 | 5/5/2023 15:00  |      178.66 |         12.73 |   0.0461156   |
| 112 | 5/5/2023 16:00  |      187.75 |         12.59 |   0.0484327   |
| 113 | 5/5/2023 17:00  |       92.84 |         13.18 |   0.0241956   |
| 114 | 5/5/2023 18:00  |        3.65 |         12.08 |   0.000967441 |
| 115 | 5/5/2023 19:00  |        1.24 |         11.16 |   0.000330111 |
| 116 | 5/5/2023 20:00  |        1.25 |         10.69 |   0.000333463 |
| 117 | 5/5/2023 21:00  |        1.24 |         10.51 |   0.000331058 |
| 118 | 5/5/2023 22:00  |        1.25 |         10.42 |   0.000333859 |
| 119 | 5/5/2023 23:00  |        1.24 |         10.42 |   0.000331189 |
| 120 | 5/6/2023 0:00   |        1.23 |         10.21 |   0.000328822 |
| 121 | 5/6/2023 1:00   |        1.23 |          9.12 |   0.000330397 |
| 122 | 5/6/2023 2:00   |        1.23 |          9.21 |   0.000330267 |
| 123 | 5/6/2023 3:00   |        1.23 |          8.75 |   0.000330932 |
| 124 | 5/6/2023 4:00   |        1.23 |          8.8  |   0.00033086  |
| 125 | 5/6/2023 5:00   |        1.22 |          8.33 |   0.000328844 |
| 126 | 5/6/2023 6:00   |       35.04 |          7.96 |   0.00941829  |
| 127 | 5/6/2023 7:00   |      144.12 |          9.44 |   0.0379328   |
| 128 | 5/6/2023 8:00   |      335.3  |         12.22 |   0.084897    |
| 129 | 5/6/2023 9:00   |      626.51 |         13.75 |   0.151073    |
| 130 | 5/6/2023 10:00  |      818.02 |         14.58 |   0.190933    |
| 131 | 5/6/2023 11:00  |      406.44 |         14.77 |   0.100672    |
| 132 | 5/6/2023 12:00  |      272.41 |         14.95 |   0.0687035   |
| 133 | 5/6/2023 13:00  |      351.87 |         14.81 |   0.0878161   |
| 134 | 5/6/2023 14:00  |      154.03 |         13.61 |   0.0397326   |
| 135 | 5/6/2023 15:00  |       62.75 |         12.5  |   0.0164703   |
| 136 | 5/6/2023 16:00  |       56.03 |         12.18 |   0.0147408   |
| 137 | 5/6/2023 17:00  |       49.59 |         12.22 |   0.0130555   |
| 138 | 5/6/2023 18:00  |        3.24 |         11.53 |   0.00086091  |
| 139 | 5/6/2023 19:00  |        1.23 |         10.97 |   0.000327724 |
| 140 | 5/6/2023 20:00  |        1.23 |         10.56 |   0.000328316 |
| 141 | 5/6/2023 21:00  |        1.23 |         10    |   0.000329125 |
| 142 | 5/6/2023 22:00  |        1.23 |          9.77 |   0.000329458 |
| 143 | 5/6/2023 23:00  |        1.23 |          9.58 |   0.000329732 |
| 144 | 5/7/2023 0:00   |        1.22 |          8.47 |   0.000328643 |
| 145 | 5/7/2023 1:00   |        1.22 |          7.92 |   0.000329432 |
| 146 | 5/7/2023 2:00   |        1.22 |          7.69 |   0.000329761 |
| 147 | 5/7/2023 3:00   |        1.22 |          7.78 |   0.000329632 |
| 148 | 5/7/2023 4:00   |        1.22 |          7.41 |   0.000330163 |
| 149 | 5/7/2023 5:00   |        1.22 |          7.22 |   0.000330435 |
| 150 | 5/7/2023 6:00   |       11.31 |          7.31 |   0.00305808  |
| 151 | 5/7/2023 7:00   |      220.76 |          9.44 |   0.0575082   |
| 152 | 5/7/2023 8:00   |      529.68 |         13.52 |   0.129675    |
| 153 | 5/7/2023 9:00   |      736.16 |         13.61 |   0.174789    |
| 154 | 5/7/2023 10:00  |      747.87 |         14.44 |   0.176531    |
| 155 | 5/7/2023 11:00  |      683.37 |         14.91 |   0.162483    |
| 156 | 5/7/2023 12:00  |      693.61 |         15.56 |   0.164137    |
| 157 | 5/7/2023 13:00  |      333.13 |         15.09 |   0.0832497   |
| 158 | 5/7/2023 14:00  |      144.22 |         13.8  |   0.0372198   |
| 159 | 5/7/2023 15:00  |       88.65 |         12.78 |   0.0231584   |
| 160 | 5/7/2023 16:00  |       29.7  |         11.99 |   0.00784792  |
| 161 | 5/7/2023 17:00  |       30.49 |         10.74 |   0.00810061  |
| 162 | 5/7/2023 18:00  |        1.65 |         10.97 |   0.000439605 |
| 163 | 5/7/2023 19:00  |        1.24 |         10.56 |   0.000330985 |
| 164 | 5/7/2023 20:00  |        1.24 |         10.69 |   0.000330795 |
| 165 | 5/7/2023 21:00  |        1.23 |          9.63 |   0.00032966  |
| 166 | 5/7/2023 22:00  |        1.23 |          9.44 |   0.000329935 |
| 167 | 5/7/2023 23:00  |        1.23 |          9.31 |   0.000330123 |
| 168 | 5/8/2023 0:00   |        1.23 |          9.17 |   0.000330325 |
| 169 | 5/8/2023 1:00   |        1.25 |          8.84 |   0.00033618  |
| 170 | 5/8/2023 2:00   |        1.23 |          8.33 |   0.000331539 |
| 171 | 5/8/2023 3:00   |        1.24 |          8.43 |   0.000334088 |
| 172 | 5/8/2023 4:00   |        1.25 |          8.38 |   0.000336856 |
| 173 | 5/8/2023 5:00   |        1.24 |          8.15 |   0.000334496 |
| 174 | 5/8/2023 6:00   |       21.26 |          8.24 |   0.00571774  |
| 175 | 5/8/2023 7:00   |      126.61 |          9.26 |   0.033429    |
| 176 | 5/8/2023 8:00   |      327.73 |         12.37 |   0.08301     |
| 177 | 5/8/2023 9:00   |      749.87 |         15.37 |   0.176131    |
| 178 | 5/8/2023 10:00  |      872.04 |         15.97 |   0.200457    |
| 179 | 5/8/2023 11:00  |      831.77 |         16.25 |   0.192107    |
| 180 | 5/8/2023 12:00  |      955.92 |         16.99 |   0.215766    |
| 181 | 5/8/2023 13:00  |      557.69 |         17.08 |   0.133649    |
| 182 | 5/8/2023 14:00  |      407.48 |         16.3  |   0.100183    |
| 183 | 5/8/2023 15:00  |      327.06 |         15.97 |   0.0814646   |
| 184 | 5/8/2023 16:00  |       66.27 |         14.31 |   0.0172451   |
| 185 | 5/8/2023 17:00  |       42.36 |         13.75 |   0.0110867   |
| 186 | 5/8/2023 18:00  |        2.88 |         12.96 |   0.000760451 |
| 187 | 5/8/2023 19:00  |        1.25 |         11.71 |   0.000331965 |
| 188 | 5/8/2023 20:00  |        1.24 |         10.88 |   0.000330519 |
| 189 | 5/8/2023 21:00  |        1.24 |         10.37 |   0.000331262 |
| 190 | 5/8/2023 22:00  |        1.26 |         10    |   0.000337152 |
| 191 | 5/8/2023 23:00  |        1.25 |         10.09 |   0.000334344 |
| 192 | 5/9/2023 0:00   |        1.26 |         10    |   0.000337152 |
| 193 | 5/9/2023 1:00   |        1.24 |          9.95 |   0.000331874 |
| 194 | 5/9/2023 2:00   |        1.22 |          9.17 |   0.00032764  |
| 195 | 5/9/2023 3:00   |        1.24 |          8.89 |   0.000333418 |
| 196 | 5/9/2023 4:00   |        1.23 |          8.43 |   0.000331394 |
| 197 | 5/9/2023 5:00   |        1.23 |          8.28 |   0.000331611 |
| 198 | 5/9/2023 6:00   |       11.45 |          8.56 |   0.00307906  |
| 199 | 5/9/2023 7:00   |      217.15 |         10.79 |   0.056251    |
| 200 | 5/9/2023 8:00   |      521.16 |         15    |   0.126839    |
| 201 | 5/9/2023 9:00   |      745.64 |         16.39 |   0.174355    |
| 202 | 5/9/2023 10:00  |      889.62 |         17.87 |   0.20196     |
| 203 | 5/9/2023 11:00  |      980.45 |         18.29 |   0.218957    |
| 204 | 5/9/2023 12:00  |     1053.05 |         18.13 |   0.232674    |
| 205 | 5/9/2023 13:00  |      844.45 |         17.41 |   0.193507    |
| 206 | 5/9/2023 14:00  |      632.89 |         17.36 |   0.149785    |
| 207 | 5/9/2023 15:00  |      473.49 |         16.62 |   0.115132    |
| 208 | 5/9/2023 16:00  |      340.1  |         15.79 |   0.0846282   |
| 209 | 5/9/2023 17:00  |       86.71 |         14.95 |   0.0224364   |
| 210 | 5/9/2023 18:00  |        1.97 |         12.5  |   0.000521298 |
| 211 | 5/9/2023 19:00  |        1.24 |         10.56 |   0.000330985 |
| 212 | 5/9/2023 20:00  |        1.24 |         10    |   0.000331801 |
| 213 | 5/9/2023 21:00  |        1.24 |          9.77 |   0.000332136 |
| 214 | 5/9/2023 22:00  |        1.23 |         10.09 |   0.000328995 |
| 215 | 5/9/2023 23:00  |        1.24 |         10.05 |   0.000331728 |
| 216 | 5/10/2023 0:00  |        1.24 |          8.97 |   0.000333302 |
| 217 | 5/10/2023 1:00  |        1.24 |          9.44 |   0.000332617 |
| 218 | 5/10/2023 2:00  |        1.24 |          9.6  |   0.000332384 |
| 219 | 5/10/2023 3:00  |        1.24 |          8.54 |   0.000333928 |
| 220 | 5/10/2023 4:00  |        1.23 |          8.33 |   0.000331539 |
| 221 | 5/10/2023 5:00  |        1.22 |          8.15 |   0.000329102 |
| 222 | 5/10/2023 6:00  |       10.35 |          8.29 |   0.00278694  |
| 223 | 5/10/2023 7:00  |      219.11 |         10.79 |   0.0567436   |
| 224 | 5/10/2023 8:00  |      528.54 |         14.86 |   0.128585    |
| 225 | 5/10/2023 9:00  |      741.03 |         16.39 |   0.173398    |
| 226 | 5/10/2023 10:00 |      875.51 |         16.81 |   0.200283    |
| 227 | 5/10/2023 11:00 |     1017.84 |         17.08 |   0.227413    |
| 228 | 5/10/2023 12:00 |     1017.58 |         17.13 |   0.227305    |
| 229 | 5/10/2023 13:00 |      929.66 |         17.31 |   0.21035     |
| 230 | 5/10/2023 14:00 |      803.14 |         17.12 |   0.185484    |
| 231 | 5/10/2023 15:00 |      607.98 |         16.71 |   0.144887    |
| 232 | 5/10/2023 16:00 |      368.67 |         15.79 |   0.0913661   |
| 233 | 5/10/2023 17:00 |       87.93 |         15.14 |   0.0227287   |
| 234 | 5/10/2023 18:00 |        2.17 |         12.92 |   0.000573135 |
| 235 | 5/10/2023 19:00 |        1.25 |         11.57 |   0.00033217  |
| 236 | 5/10/2023 20:00 |        1.24 |         10.28 |   0.000331393 |
| 237 | 5/10/2023 21:00 |        1.23 |          9.31 |   0.000330123 |
| 238 | 5/10/2023 22:00 |        1.23 |          9.81 |   0.0003294   |
| 239 | 5/10/2023 23:00 |        1.24 |          9.72 |   0.000332209 |
| 240 | 5/11/2023 0:00  |        1.24 |         10.62 |   0.000330897 |
| 241 | 5/11/2023 1:00  |        1.23 |         11.11 |   0.000327521 |
| 242 | 5/11/2023 2:00  |        1.25 |         11.11 |   0.000332846 |
| 243 | 5/11/2023 3:00  |        1.24 |         11.02 |   0.000330315 |
| 244 | 5/11/2023 4:00  |        1.23 |         10.69 |   0.000328128 |
| 245 | 5/11/2023 5:00  |        1.23 |         10.6  |   0.000328258 |
| 246 | 5/11/2023 6:00  |       11.9  |         10    |   0.00317975  |
| 247 | 5/11/2023 7:00  |      225.54 |         10.83 |   0.0583471   |
| 248 | 5/11/2023 8:00  |      530.76 |         14.31 |   0.129427    |
| 249 | 5/11/2023 9:00  |      740.19 |         14.58 |   0.174797    |
| 250 | 5/11/2023 10:00 |      891.46 |         15.05 |   0.205274    |
| 251 | 5/11/2023 11:00 |      962.92 |         14.91 |   0.219462    |
| 252 | 5/11/2023 12:00 |      935.13 |         15.23 |   0.213693    |
| 253 | 5/11/2023 13:00 |      946.72 |         15.56 |   0.215587    |
| 254 | 5/11/2023 14:00 |      720.26 |         15.69 |   0.169657    |
| 255 | 5/11/2023 15:00 |      611.62 |         15.97 |   0.146208    |
| 256 | 5/11/2023 16:00 |      350.72 |         15.93 |   0.0870818   |
| 257 | 5/11/2023 17:00 |       78.16 |         15.46 |   0.0202008   |
| 258 | 5/11/2023 18:00 |        2.05 |         13.7  |   0.000539571 |
| 259 | 5/11/2023 19:00 |        1.24 |         12.04 |   0.000328829 |
| 260 | 5/11/2023 20:00 |        1.24 |         11.11 |   0.000330184 |
| 261 | 5/11/2023 21:00 |        1.24 |         10.74 |   0.000330723 |
| 262 | 5/11/2023 22:00 |        1.24 |         10.56 |   0.000330985 |
| 263 | 5/11/2023 23:00 |        1.24 |         10.56 |   0.000330985 |
| 264 | 5/12/2023 0:00  |        1.24 |          9.88 |   0.000331976 |
| 265 | 5/12/2023 1:00  |        1.23 |          9.26 |   0.000330195 |
| 266 | 5/12/2023 2:00  |        1.24 |          8.89 |   0.000333418 |
| 267 | 5/12/2023 3:00  |        1.23 |          8.43 |   0.000331394 |
| 268 | 5/12/2023 4:00  |        1.23 |          8.33 |   0.000331539 |
| 269 | 5/12/2023 5:00  |        1.22 |          7.69 |   0.000329761 |
| 270 | 5/12/2023 6:00  |       14.85 |          7.45 |   0.00401095  |
| 271 | 5/12/2023 7:00  |      197.31 |         10.09 |   0.0514119   |
| 272 | 5/12/2023 8:00  |      388.9  |         12.78 |   0.0974777   |
| 273 | 5/12/2023 9:00  |      699.86 |         14.44 |   0.166383    |
| 274 | 5/12/2023 10:00 |      864.3  |         15.42 |   0.199472    |
| 275 | 5/12/2023 11:00 |      768.38 |         15.46 |   0.179896    |
| 276 | 5/12/2023 12:00 |      800.23 |         14.35 |   0.187498    |
| 277 | 5/12/2023 13:00 |      920.93 |         15.23 |   0.210909    |
| 278 | 5/12/2023 14:00 |      826.06 |         15.56 |   0.191624    |
| 279 | 5/12/2023 15:00 |      583.83 |         15.32 |   0.140583    |
| 280 | 5/12/2023 16:00 |      337.43 |         14.44 |   0.0845308   |
| 281 | 5/12/2023 17:00 |       85.02 |         14.63 |   0.0220361   |
| 282 | 5/12/2023 18:00 |        1.97 |         13.24 |   0.000519585 |
| 283 | 5/12/2023 19:00 |        1.25 |         12.5  |   0.000330804 |
| 284 | 5/12/2023 20:00 |        1.24 |         11.67 |   0.000329368 |
| 285 | 5/12/2023 21:00 |        1.24 |         11.48 |   0.000329644 |
| 286 | 5/12/2023 22:00 |        1.24 |         11.25 |   0.00032998  |
| 287 | 5/12/2023 23:00 |        1.25 |         10.69 |   0.000333463 |
| 288 | 5/13/2023 0:00  |        1.24 |         10.56 |   0.000330985 |
| 289 | 5/13/2023 1:00  |        1.24 |         10    |   0.000331801 |
| 290 | 5/13/2023 2:00  |        1.23 |          9.12 |   0.000330397 |
| 291 | 5/13/2023 3:00  |        1.23 |          8.38 |   0.000331467 |
| 292 | 5/13/2023 4:00  |        1.22 |          8.61 |   0.000328443 |
| 293 | 5/13/2023 5:00  |        1.25 |          8.89 |   0.000336106 |
| 294 | 5/13/2023 6:00  |       10.57 |          9.54 |   0.00283057  |
| 295 | 5/13/2023 7:00  |      206.05 |         12.41 |   0.0530641   |
| 296 | 5/13/2023 8:00  |      531.68 |         16.06 |   0.12854     |
| 297 | 5/13/2023 9:00  |      743.55 |         17.55 |   0.172908    |
| 298 | 5/13/2023 10:00 |      898.23 |         18.29 |   0.203199    |
| 299 | 5/13/2023 11:00 |      989.11 |         18.33 |   0.220543    |
| 300 | 5/13/2023 12:00 |     1004    |         18.06 |   0.223655    |
| 301 | 5/13/2023 13:00 |      941.2  |         17.92 |   0.211903    |
| 302 | 5/13/2023 14:00 |      806.44 |         17.82 |   0.185489    |
| 303 | 5/13/2023 15:00 |      611.83 |         18.52 |   0.144421    |
| 304 | 5/13/2023 16:00 |      369.07 |         18.19 |   0.0904192   |
| 305 | 5/13/2023 17:00 |       89.87 |         16.87 |   0.0230413   |
| 306 | 5/13/2023 18:00 |        1.91 |         13.33 |   0.000503562 |
| 307 | 5/13/2023 19:00 |        1.24 |         11.76 |   0.000329236 |
| 308 | 5/13/2023 20:00 |        1.24 |         11.16 |   0.000330111 |
| 309 | 5/13/2023 21:00 |        1.24 |         10.42 |   0.000331189 |
| 310 | 5/13/2023 22:00 |        1.23 |         10.46 |   0.000328461 |
| 311 | 5/13/2023 23:00 |        1.24 |         10.56 |   0.000330985 |
| 312 | 5/14/2023 0:00  |        1.24 |         11.11 |   0.000330184 |
| 313 | 5/14/2023 1:00  |        1.24 |         11.11 |   0.000330184 |
| 314 | 5/14/2023 2:00  |        1.23 |         10.91 |   0.00032781  |
| 315 | 5/14/2023 3:00  |        1.23 |          9.65 |   0.000329631 |
| 316 | 5/14/2023 4:00  |        1.23 |          9.81 |   0.0003294   |
| 317 | 5/14/2023 5:00  |        1.23 |          9.35 |   0.000330065 |
| 318 | 5/14/2023 6:00  |       10.53 |         10.32 |   0.00281022  |
| 319 | 5/14/2023 7:00  |      206.59 |         13.94 |   0.0528278   |
| 320 | 5/14/2023 8:00  |      535.7  |         15.32 |   0.129902    |
| 321 | 5/14/2023 9:00  |      745.13 |         16.48 |   0.174171    |
| 322 | 5/14/2023 10:00 |      898.59 |         17.27 |   0.204346    |
| 323 | 5/14/2023 11:00 |      984.68 |         16.9  |   0.221363    |
| 324 | 5/14/2023 12:00 |      999.31 |         17.78 |   0.223104    |
| 325 | 5/14/2023 13:00 |      935.02 |         17.73 |   0.210924    |
| 326 | 5/14/2023 14:00 |      801.97 |         17.78 |   0.184625    |
| 327 | 5/14/2023 15:00 |      610.25 |         17.41 |   0.144878    |
| 328 | 5/14/2023 16:00 |      367.28 |         16.9  |   0.0905606   |
| 329 | 5/14/2023 17:00 |       81.13 |         16.62 |   0.0208493   |
| 330 | 5/14/2023 18:00 |        1.85 |         13.52 |   0.000487334 |
| 331 | 5/14/2023 19:00 |        1.24 |         11.99 |   0.000328901 |
| 332 | 5/14/2023 20:00 |        1.23 |         11.2  |   0.000327391 |
| 333 | 5/14/2023 21:00 |        1.22 |         10.56 |   0.000325647 |
| 334 | 5/14/2023 22:00 |        1.22 |         11.2  |   0.00032473  |
| 335 | 5/14/2023 23:00 |        1.23 |         11.2  |   0.000327391 |
| 336 | 5/15/2023 0:00  |        1.23 |         10.16 |   0.000328894 |
| 337 | 5/15/2023 1:00  |        1.21 |          9.72 |   0.000324173 |
| 338 | 5/15/2023 2:00  |        1.22 |          9.68 |   0.000326909 |
| 339 | 5/15/2023 3:00  |        1.23 |         10    |   0.000329125 |
| 340 | 5/15/2023 4:00  |        1.21 |         10.05 |   0.000323704 |
| 341 | 5/15/2023 5:00  |        1.21 |          9.91 |   0.000323903 |
| 342 | 5/15/2023 6:00  |       10.35 |          9.44 |   0.00277295  |
| 343 | 5/15/2023 7:00  |      204.79 |         12.73 |   0.0526717   |
| 344 | 5/15/2023 8:00  |      534.87 |         17.78 |   0.128171    |
| 345 | 5/15/2023 9:00  |      745.66 |         18.38 |   0.172616    |
| 346 | 5/15/2023 10:00 |      897.8  |         18.75 |   0.20263     |
| 347 | 5/15/2023 11:00 |      988.19 |         19.09 |   0.219487    |
| 348 | 5/15/2023 12:00 |     1002.59 |         20.37 |   0.220669    |
| 349 | 5/15/2023 13:00 |      937.74 |         20.61 |   0.208275    |
| 350 | 5/15/2023 14:00 |      803.43 |         20.23 |   0.182607    |
| 351 | 5/15/2023 15:00 |      606.39 |         19.58 |   0.142498    |
| 352 | 5/15/2023 16:00 |      362.4  |         18.75 |   0.0886319   |
| 353 | 5/15/2023 17:00 |       78.09 |         18.06 |   0.0199443   |
| 354 | 5/15/2023 18:00 |        1.79 |         15.32 |   0.000467747 |
| 355 | 5/15/2023 19:00 |        1.23 |         12.78 |   0.000325108 |
| 356 | 5/15/2023 20:00 |        1.23 |         12.12 |   0.000326061 |
| 357 | 5/15/2023 21:00 |        1.23 |         12.18 |   0.000325975 |
