DateTime,Consume
5/13/2023 3:00,152
5/13/2023 4:00,152
5/13/2023 5:00,152.1
5/13/2023 6:00,152.3
5/13/2023 7:00,95.5
5/13/2023 8:00,152.6
5/13/2023 9:00,152.4
5/13/2023 10:00,152.5
5/13/2023 11:00,152.5
5/13/2023 12:00,152.5
5/13/2023 13:00,152.4
5/13/2023 14:00,152
5/13/2023 15:00,151.7
5/13/2023 16:00,151.7
5/13/2023 17:00,151.7
5/13/2023 18:00,152.1
5/13/2023 19:00,152.4
5/13/2023 20:00,152.4
5/13/2023 21:00,152.5
5/13/2023 22:00,152.5
5/13/2023 23:00,152.5
5/14/2023 0:00,152.4
5/14/2023 1:00,152.2
5/14/2023 2:00,152.3
5/14/2023 3:00,152.1
5/14/2023 4:00,152
5/14/2023 5:00,151.8
5/14/2023 6:00,151.9
5/14/2023 7:00,151.7
5/14/2023 8:00,151.3
5/14/2023 9:00,117.4
5/14/2023 10:00,33
5/14/2023 11:00,160
5/14/2023 12:00,159.8
5/14/2023 13:00,159.8
5/14/2023 14:00,159.6
5/14/2023 15:00,159.5
5/14/2023 16:00,159.7
5/14/2023 17:00,159.7
5/14/2023 18:00,159.6
5/14/2023 19:00,159.9
5/14/2023 20:00,160
5/14/2023 21:00,159.4
5/14/2023 22:00,159.6
5/14/2023 23:00,159.6
5/15/2023 0:00,153
5/15/2023 1:00,152.7
5/15/2023 2:00,152.9
5/15/2023 3:00,152.6
5/15/2023 4:00,152.1
5/15/2023 5:00,152
5/15/2023 6:00,151.8
5/15/2023 7:00,151.1
5/15/2023 8:00,156.3
5/15/2023 9:00,158.9
5/15/2023 10:00,159
5/15/2023 11:00,158.7
5/15/2023 12:00,158.6
5/15/2023 13:00,158.8
5/15/2023 14:00,158.5
5/15/2023 15:00,158.3
5/15/2023 16:00,158.4
5/15/2023 17:00,158.5
5/15/2023 18:00,158.5
5/15/2023 19:00,158.7
5/15/2023 20:00,158.9
5/15/2023 21:00,159
5/15/2023 22:00,158.9
5/15/2023 23:00,158.9
5/16/2023 0:00,158.5
5/16/2023 1:00,156.4
5/16/2023 2:00,153.3
5/16/2023 3:00,158.4
5/16/2023 4:00,158.4
5/16/2023 5:00,158.3
5/16/2023 6:00,158.3
5/16/2023 7:00,158
5/16/2023 8:00,157.9
5/16/2023 9:00,155
5/16/2023 10:00,155.2
5/16/2023 11:00,157.4
5/16/2023 12:00,157.2
5/16/2023 13:00,157.6
5/16/2023 14:00,162.1
5/16/2023 15:00,162
5/16/2023 16:00,162.1
5/16/2023 17:00,157.7
5/16/2023 18:00,158.1
5/16/2023 19:00,158.1
5/16/2023 20:00,158.4
5/16/2023 21:00,158.3
5/16/2023 22:00,158.8
5/16/2023 23:00,158.8
5/17/2023 0:00,158.2
5/17/2023 1:00,151.4
5/17/2023 2:00,152.3
5/17/2023 3:00,160.8
5/17/2023 4:00,157.6
5/17/2023 5:00,157.3
5/17/2023 6:00,157.8
5/17/2023 7:00,157.9
5/17/2023 8:00,158.3
5/17/2023 9:00,158.5
5/17/2023 10:00,158.5
5/17/2023 11:00,158.6
5/17/2023 12:00,158.5
5/17/2023 13:00,158.5
5/17/2023 14:00,158.4
5/17/2023 15:00,158.5
5/17/2023 16:00,156
5/17/2023 17:00,158.8
5/17/2023 18:00,158.6
5/17/2023 19:00,159.1
5/17/2023 20:00,157.3
5/17/2023 21:00,157.5
5/17/2023 22:00,157.5
5/17/2023 23:00,157.5
5/18/2023 0:00,157.8
5/18/2023 1:00,157.8
5/18/2023 2:00,157.7
5/18/2023 3:00,158
5/18/2023 4:00,158
5/18/2023 5:00,158.2
5/18/2023 6:00,158
5/18/2023 7:00,158
5/18/2023 8:00,158
5/18/2023 9:00,158.7
5/18/2023 10:00,164.3
5/18/2023 11:00,161.4
5/18/2023 12:00,160.4
5/18/2023 13:00,160.4
5/18/2023 14:00,160.4
5/18/2023 15:00,160.2
5/18/2023 16:00,160.1
5/18/2023 17:00,160.3
5/18/2023 18:00,160.3
5/18/2023 19:00,160.4
5/18/2023 20:00,157.6
5/18/2023 21:00,160.3
5/18/2023 22:00,158.9
5/18/2023 23:00,158.9
5/19/2023 0:00,160.1
5/19/2023 1:00,158.1
5/19/2023 2:00,155.8
5/19/2023 3:00,158.6
5/19/2023 4:00,158
5/19/2023 5:00,157
5/19/2023 6:00,157
5/19/2023 7:00,157.8
5/19/2023 8:00,162.6
5/19/2023 9:00,159.2
5/19/2023 10:00,159.1
5/19/2023 11:00,158.9
5/19/2023 12:00,158.6
5/19/2023 13:00,158.4
5/19/2023 14:00,158
5/19/2023 15:00,157.8
5/19/2023 16:00,157.6
5/19/2023 17:00,157.5
5/19/2023 18:00,157.5
5/19/2023 19:00,157.6
5/19/2023 20:00,157.6
5/19/2023 21:00,157.6
5/19/2023 22:00,157.5
5/19/2023 23:00,157.5
5/20/2023 0:00,156.6
5/20/2023 1:00,156.7
5/20/2023 2:00,156.4
5/20/2023 3:00,156.4
5/20/2023 4:00,155.9
5/20/2023 5:00,156.2
5/20/2023 6:00,156.3
5/20/2023 7:00,156
5/20/2023 8:00,155.4
5/20/2023 9:00,156.7
5/20/2023 10:00,162.3
5/20/2023 11:00,155
5/20/2023 12:00,162.3
5/20/2023 13:00,156.8
5/20/2023 14:00,156.7
5/20/2023 15:00,156.4
5/20/2023 16:00,156.2
5/20/2023 17:00,156
5/20/2023 18:00,155.9
5/20/2023 19:00,158.9
5/20/2023 20:00,161.3
5/20/2023 21:00,157.3
5/20/2023 22:00,153.4
5/20/2023 23:00,153.4
5/21/2023 0:00,153.2
5/21/2023 1:00,159.3
5/21/2023 2:00,153.3
5/21/2023 3:00,153.7
5/21/2023 4:00,154.1
5/21/2023 5:00,154.2
5/21/2023 6:00,154.3
5/21/2023 7:00,154
5/21/2023 8:00,153.8
5/21/2023 9:00,155.4
5/21/2023 10:00,161.1
5/21/2023 11:00,160.2
5/21/2023 12:00,155.6
5/21/2023 13:00,155.3
5/21/2023 14:00,155.1
5/21/2023 15:00,155.1
5/21/2023 16:00,155
5/21/2023 17:00,155
5/21/2023 18:00,154.9
5/21/2023 19:00,155
5/21/2023 20:00,154.8
5/21/2023 21:00,154.7
5/21/2023 22:00,154.7
5/21/2023 23:00,154.7
5/22/2023 0:00,154.4
5/22/2023 1:00,153.6
5/22/2023 2:00,152.5
5/22/2023 3:00,151.5
5/22/2023 4:00,151.5
5/22/2023 5:00,151.4
5/22/2023 6:00,151
5/22/2023 7:00,155.6
5/22/2023 8:00,158.2
5/22/2023 9:00,153.1
5/22/2023 10:00,152.8
5/22/2023 11:00,152.6
5/22/2023 12:00,149.4
5/22/2023 13:00,157.9
5/22/2023 14:00,152
5/22/2023 15:00,152
5/22/2023 16:00,152
5/22/2023 17:00,151.8
5/22/2023 18:00,152
5/22/2023 19:00,152
5/22/2023 20:00,151.9
5/22/2023 21:00,151.8
5/22/2023 22:00,151.9
5/22/2023 23:00,151.9
5/23/2023 0:00,157.1
5/23/2023 1:00,155.6
5/23/2023 2:00,149.7
5/23/2023 3:00,150
5/23/2023 4:00,149.3
5/23/2023 5:00,148.7
5/23/2023 6:00,152.1
5/23/2023 7:00,155.4
5/23/2023 8:00,150.4
5/23/2023 9:00,150.1
5/23/2023 10:00,149.7
5/23/2023 11:00,149.4
5/23/2023 12:00,149.3
5/23/2023 13:00,146.7
5/23/2023 14:00,149
5/23/2023 15:00,149
5/23/2023 16:00,148.7
5/23/2023 17:00,148.6
5/23/2023 18:00,148.9
5/23/2023 19:00,148.8
5/23/2023 20:00,149
5/23/2023 21:00,148.9
5/23/2023 22:00,149.2
5/23/2023 23:00,149.2
5/24/2023 0:00,149
5/24/2023 1:00,151.2
5/24/2023 2:00,154.7
5/24/2023 3:00,154.7
5/24/2023 4:00,154.6
5/24/2023 5:00,154.5
5/24/2023 6:00,146.1
5/24/2023 7:00,153.7
5/24/2023 8:00,147.2
5/24/2023 9:00,146.9
5/24/2023 10:00,146.5
5/24/2023 11:00,146.1
5/24/2023 12:00,145.9
5/24/2023 13:00,145.7
5/24/2023 14:00,145.4
5/24/2023 15:00,145.3
5/24/2023 16:00,145.3
5/24/2023 17:00,145.2
5/24/2023 18:00,145.8
5/24/2023 19:00,146.1
5/24/2023 20:00,146.2
5/24/2023 21:00,146.6
5/24/2023 22:00,146.6
5/24/2023 23:00,146.6
5/25/2023 0:00,144.8
5/25/2023 1:00,146
5/25/2023 2:00,147.1
5/25/2023 3:00,147.1
5/25/2023 4:00,147.1
5/25/2023 5:00,147.3
5/25/2023 6:00,147
5/25/2023 7:00,146.6
5/25/2023 8:00,146.5
5/25/2023 9:00,146.4
5/25/2023 10:00,146
5/25/2023 11:00,148.2
5/25/2023 12:00,145.5
5/25/2023 13:00,145.2
5/25/2023 14:00,145
5/25/2023 15:00,144.7
5/25/2023 16:00,145.2
5/25/2023 17:00,145.4
5/25/2023 18:00,140
5/25/2023 19:00,142.3
5/25/2023 20:00,151.6
5/25/2023 21:00,151.6
5/25/2023 22:00,151.6
5/25/2023 23:00,151.6
5/26/2023 0:00,151.6
5/26/2023 1:00,149.7
5/26/2023 2:00,152
5/26/2023 3:00,152
5/26/2023 4:00,150.7
5/26/2023 5:00,145.4
5/26/2023 6:00,149.8
5/26/2023 7:00,148.2
5/26/2023 8:00,147.1
5/26/2023 9:00,146.8
5/26/2023 10:00,146.8
5/26/2023 11:00,146.5
5/26/2023 12:00,146.4
5/26/2023 13:00,146.5
5/26/2023 14:00,146.3
5/26/2023 15:00,146.2
5/26/2023 16:00,146.1
5/26/2023 17:00,146.1
5/26/2023 18:00,146.2
5/26/2023 19:00,146.6
5/26/2023 20:00,147
5/26/2023 21:00,147.3
5/26/2023 22:00,147.5
5/26/2023 23:00,147.5
5/27/2023 0:00,153.2
5/27/2023 1:00,153.4
5/27/2023 2:00,153.5
5/27/2023 3:00,153.5
5/27/2023 4:00,155.3
5/27/2023 5:00,153.5
5/27/2023 6:00,153.5
5/27/2023 7:00,150.3
5/27/2023 8:00,147.8
5/27/2023 9:00,147.5
5/27/2023 10:00,147.5
5/27/2023 11:00,147.3
5/27/2023 12:00,147.1
5/27/2023 13:00,147.2
5/27/2023 14:00,146.9
5/27/2023 15:00,149.4
5/27/2023 16:00,149.4
5/27/2023 17:00,146.8
5/27/2023 18:00,147
5/27/2023 19:00,147.2
5/27/2023 20:00,147.3
5/27/2023 21:00,147.4
5/27/2023 22:00,152.3
5/27/2023 23:00,152.3
5/28/2023 0:00,153
5/28/2023 1:00,153
5/28/2023 2:00,153.2
5/28/2023 3:00,153.5
5/28/2023 4:00,147.5
5/28/2023 5:00,146
5/28/2023 6:00,152.1
5/28/2023 7:00,151.7
5/28/2023 8:00,147.7
5/28/2023 9:00,150
5/28/2023 10:00,147.5
5/28/2023 11:00,147.2
5/28/2023 12:00,147.2
5/28/2023 13:00,147
5/28/2023 14:00,146.7
5/28/2023 15:00,146.6
5/28/2023 16:00,146.6
5/28/2023 17:00,144.1
5/28/2023 18:00,151.5
5/28/2023 19:00,146.6
5/28/2023 20:00,146.6
5/28/2023 21:00,146.7
5/28/2023 22:00,146.7
5/28/2023 23:00,146.7
5/29/2023 0:00,146.5
5/29/2023 1:00,146.9
5/29/2023 2:00,146.8
5/29/2023 3:00,149.6
5/29/2023 4:00,147.1
5/29/2023 5:00,147.7
5/29/2023 6:00,152.7
5/29/2023 7:00,152.2
5/29/2023 8:00,149.9
5/29/2023 9:00,146.3
5/29/2023 10:00,146.2
5/29/2023 11:00,146
5/29/2023 12:00,145.8
5/29/2023 13:00,145.7
5/29/2023 14:00,145.4
5/29/2023 15:00,145.3
5/29/2023 16:00,145.3
5/29/2023 17:00,145.4
5/29/2023 18:00,145.8
5/29/2023 19:00,145.7
5/29/2023 20:00,145.6
5/29/2023 21:00,145.6
5/29/2023 22:00,145.5
5/29/2023 23:00,145.5
5/30/2023 0:00,145.5
5/30/2023 1:00,148.8
5/30/2023 2:00,151.3
5/30/2023 3:00,148.8
5/30/2023 4:00,155.9
5/30/2023 5:00,151
5/30/2023 6:00,150.7
5/30/2023 7:00,145
5/30/2023 8:00,142.2
5/30/2023 9:00,149.3
5/30/2023 10:00,144.2
5/30/2023 11:00,144
5/30/2023 12:00,143.8
5/30/2023 13:00,143.6
5/30/2023 14:00,143.4
5/30/2023 15:00,143.3
5/30/2023 16:00,143.3
5/30/2023 17:00,143.2
5/30/2023 18:00,143.4
5/30/2023 19:00,143.2
5/30/2023 20:00,143.3
5/30/2023 21:00,143.4
5/30/2023 22:00,143.2
5/30/2023 23:00,143.2
5/31/2023 0:00,143.3
5/31/2023 1:00,145.5
5/31/2023 2:00,149.7
5/31/2023 3:00,149.8
5/31/2023 4:00,149.8
5/31/2023 5:00,149.7
5/31/2023 6:00,147.6
5/31/2023 7:00,143.4
5/31/2023 8:00,143
5/31/2023 9:00,142.7
5/31/2023 10:00,142.2
5/31/2023 11:00,142.1
5/31/2023 12:00,141.6
5/31/2023 13:00,108.4
5/31/2023 14:00,0.9
5/31/2023 15:00,1.2
5/31/2023 16:00,77.7
5/31/2023 17:00,158.6
5/31/2023 18:00,158.6
5/31/2023 19:00,158.6
5/31/2023 20:00,158.5
5/31/2023 21:00,158.6
5/31/2023 22:00,158.5
5/31/2023 23:00,158.5
