date_time,radiation,temperature,consume,energy_pv,energy_bi,energy_bo,energy_pg
5/3/2023 14:00,172.27,11.94,161.1,89.3299,0,84.4727,0
5/3/2023 15:00,189.14,11.67,161,97.9728,0,8.0625,63.8415
5/3/2023 16:00,131.19,11.71,160.9,68.4789,0,0,100.8895
5/3/2023 17:00,41.92,11.25,161.1,22.1907,0,0,147.3883
5/3/2023 18:00,1.82,11.11,162.5,0.9692,0,0,170.0835
5/3/2023 19:00,1.25,11.11,166.7,0.6657,0,0,174.808
5/3/2023 20:00,1.25,11.11,166.9,0.6657,0,0,175.0185
5/3/2023 21:00,1.28,10.93,166.9,0.6822,0,0,175.002
5/3/2023 22:00,1.27,10.56,166.3,0.678,0,0,174.3746
5/3/2023 23:00,1.25,10.79,166.3,0.6666,0,0,174.386
5/4/2023 0:00,1.26,11.11,159.6,0.671,0,0,167.329
5/4/2023 1:00,1.24,10.14,159.2,0.6632,0,0,166.9158
5/4/2023 2:00,1.23,10.05,156.6,0.6581,0,0,164.184
5/4/2023 3:00,1.23,9.91,159.6,0.6585,0,0,167.3415
5/4/2023 4:00,1.23,9.68,159.6,0.6592,0,0,167.3408
5/4/2023 5:00,1.23,9.44,160,0.6599,0,0,167.7612
5/4/2023 6:00,15.31,9.44,159.5,8.1983,0,0,159.6964
5/4/2023 7:00,106.57,10.46,162.3,56.1257,0,0,114.7164
5/4/2023 8:00,200.69,11.25,166.3,103.9903,0,0,71.0623
5/4/2023 9:00,417.19,12.45,162.9,171.4737,35.2972,0,0
5/4/2023 10:00,458.92,13.47,160.8,169.2632,54.8945,0,0
5/4/2023 11:00,200.06,12.92,160.7,102.8876,0,69.7582,0
5/4/2023 12:00,446.71,13.33,160.6,169.0526,49.8607,0,0
5/4/2023 13:00,225.13,13.06,160.5,115.3087,0,56.4617,0
5/4/2023 14:00,231.92,13.01,160.2,118.7027,0,13.8324,36.788
5/4/2023 15:00,103.85,12.55,160.2,54.2031,0,0,114.4285
5/4/2023 16:00,127.52,12.36,160.3,66.4014,0,0,102.3354
5/4/2023 17:00,104.15,12.87,160.1,54.2791,0,0,114.2472
5/4/2023 18:00,3.53,11.99,160.1,1.872,0,0,166.6543
5/4/2023 19:00,1.25,11.3,160.1,0.6651,0,0,167.8612
5/4/2023 20:00,1.23,10.74,160.1,0.6561,0,0,167.8702
5/4/2023 21:00,1.23,10.42,160.3,0.657,0,0,168.0798
5/4/2023 22:00,1.23,10.09,155.9,0.658,0,0,163.4473
5/4/2023 23:00,1.22,10.09,155.9,0.6526,0,0,163.4526
5/5/2023 0:00,1.24,10.07,158.7,0.6634,0,0,166.3892
5/5/2023 1:00,1.24,10.23,157.5,0.6629,0,0,165.1265
5/5/2023 2:00,1.23,9.68,157.6,0.6592,0,0,165.2356
5/5/2023 3:00,1.23,9.86,158.1,0.6587,0,0,165.7624
5/5/2023 4:00,1.23,9.44,158.3,0.6599,0,0,165.9717
5/5/2023 5:00,1.24,8.89,158.6,0.6668,0,0,166.2805
5/5/2023 6:00,10.98,8.98,158.2,5.8949,0,0,160.6315
5/5/2023 7:00,174.99,10.93,155,91.1221,0,0,72.0358
5/5/2023 8:00,346.21,12.78,163.2,171.7895,2.667,0,0
5/5/2023 9:00,382.2,12.78,157.9,166.2105,24.2884,0,0
5/5/2023 10:00,444.41,12.82,157.8,166.1053,52.1515,0,0
5/5/2023 11:00,696.92,13.52,157.6,165.8947,158.7688,0,0
5/5/2023 12:00,467.78,13.75,163.3,171.8947,55.9887,0,0
5/5/2023 13:00,482.17,13.61,162.2,170.7368,63.5206,0,0
5/5/2023 14:00,177.86,13.1,160,91.6736,0,80.7867,0
5/5/2023 15:00,178.66,12.73,160,92.2313,0,80.1998,0
5/5/2023 16:00,187.75,12.59,160.1,96.8653,0,75.4326,0
5/5/2023 17:00,92.84,13.18,160.2,48.3912,0,120.9659,5.3228
5/5/2023 18:00,3.65,12.08,159.2,1.9349,0,0,165.6441
5/5/2023 19:00,1.24,11.16,153,0.6602,0,0,160.3924
5/5/2023 20:00,1.25,10.69,153.6,0.6669,0,0,161.0173
5/5/2023 21:00,1.24,10.51,153.9,0.6621,0,0,161.3379
5/5/2023 22:00,1.25,10.42,156.7,0.6677,0,0,164.2796
5/5/2023 23:00,1.24,10.42,156.7,0.6624,0,0,164.285
5/6/2023 0:00,1.23,10.21,159.8,0.6576,0,0,167.5529
5/6/2023 1:00,1.23,9.12,159.4,0.6608,0,0,167.1287
5/6/2023 2:00,1.23,9.21,159,0.6605,0,0,166.7079
5/6/2023 3:00,1.23,8.75,159.1,0.6619,0,0,166.8118
5/6/2023 4:00,1.23,8.8,159.1,0.6617,0,0,166.812
5/6/2023 5:00,1.22,8.33,159.4,0.6577,0,0,167.1318
5/6/2023 6:00,35.04,7.96,159.4,18.8366,0,0,148.9529
5/6/2023 7:00,144.12,9.44,159.3,75.8656,0,0,91.8186
5/6/2023 8:00,335.3,12.22,159.2,167.5789,2.1043,0,0
5/6/2023 9:00,626.51,13.75,160.5,168.9474,126.5388,0,0
5/6/2023 10:00,818.02,14.58,166.1,174.8421,196.672,0,0
5/6/2023 11:00,406.44,14.77,161.5,170,29.7776,0,0
5/6/2023 12:00,272.41,14.95,161.3,137.407,0,34.0868,0
5/6/2023 13:00,351.87,14.81,161.4,169.8947,5.4507,0,0
5/6/2023 14:00,154.03,13.61,161.4,79.4652,0,95.189,0
5/6/2023 15:00,62.75,12.5,161.6,32.9407,0,144.3838,0
5/6/2023 16:00,56.03,12.18,161.4,29.4817,0,86.8839,57.8733
5/6/2023 17:00,49.59,12.22,161.4,26.111,0,0,143.7838
5/6/2023 18:00,3.24,11.53,161.4,1.7218,0,0,168.1729
5/6/2023 19:00,1.23,10.97,161.6,0.6554,0,0,169.4498
5/6/2023 20:00,1.23,10.56,156.1,0.6566,0,0,163.6592
5/6/2023 21:00,1.23,10,154.4,0.6583,0,0,161.8681
5/6/2023 22:00,1.23,9.77,154.7,0.6589,0,0,162.1832
5/6/2023 23:00,1.23,9.58,154.7,0.6595,0,0,162.1826
5/7/2023 0:00,1.22,8.47,160.1,0.6573,0,0,167.869
5/7/2023 1:00,1.22,7.92,160,0.6589,0,0,167.7622
5/7/2023 2:00,1.22,7.69,160.4,0.6595,0,0,168.1826
5/7/2023 3:00,1.22,7.78,159.6,0.6593,0,0,167.3407
5/7/2023 4:00,1.22,7.41,159.8,0.6603,0,0,167.5502
5/7/2023 5:00,1.22,7.22,159.9,0.6609,0,0,167.6549
5/7/2023 6:00,11.31,7.31,159.7,6.1162,0,0,161.9891
5/7/2023 7:00,220.76,9.44,159.6,115.0165,0,0,52.9835
5/7/2023 8:00,529.68,13.52,159.7,168.1053,86.6827,0,0
5/7/2023 9:00,736.16,13.61,159.4,167.7895,172.6993,0,0
5/7/2023 10:00,747.87,14.44,163.5,172.1053,171.9097,0,0
5/7/2023 11:00,683.37,14.91,167.3,176.1053,141.4173,0,0
5/7/2023 12:00,693.61,15.56,162.5,171.0526,149.3611,0,0
5/7/2023 13:00,333.13,15.09,161.9,166.4993,0,4.1281,0
5/7/2023 14:00,144.22,13.8,161.5,74.4395,0,100.59,0
5/7/2023 15:00,88.65,12.78,161.6,46.3167,0,130.3037,0
5/7/2023 16:00,29.7,11.99,161.7,15.6958,0,162.647,0
5/7/2023 17:00,30.49,10.74,161.7,16.2012,0,162.1151,0
5/7/2023 18:00,1.65,10.97,161.7,0.8792,0,162.2862,15.1595
5/7/2023 19:00,1.24,10.56,161.6,0.662,0,0,169.4433
5/7/2023 20:00,1.24,10.69,156.7,0.6616,0,0,164.2858
5/7/2023 21:00,1.23,9.63,159.7,0.6593,0,0,167.4459
5/7/2023 22:00,1.23,9.44,159.9,0.6599,0,0,167.6559
5/7/2023 23:00,1.23,9.31,159.9,0.6602,0,0,167.6555
5/8/2023 0:00,1.23,9.17,160.6,0.6606,0,0,168.392
5/8/2023 1:00,1.25,8.84,160.4,0.6724,0,0,168.1697
5/8/2023 2:00,1.23,8.33,160,0.6631,0,0,167.758
5/8/2023 3:00,1.24,8.43,159.9,0.6682,0,0,167.6476
5/8/2023 4:00,1.25,8.38,159.7,0.6737,0,0,167.4316
5/8/2023 5:00,1.24,8.15,159.8,0.669,0,0,167.5415
5/8/2023 6:00,21.26,8.24,159.6,11.4355,0,0,156.5645
5/8/2023 7:00,126.61,9.26,159.3,66.8581,0,0,100.8262
5/8/2023 8:00,327.73,12.37,160.1,166.02,0,0,2.5063
5/8/2023 9:00,749.87,15.37,166.5,175.2632,168.1493,0,0
5/8/2023 10:00,872.04,15.97,166.6,175.3684,214.2675,0,0
5/8/2023 11:00,831.77,16.25,166.6,175.3684,198.4028,0,0
5/8/2023 12:00,955.92,16.99,166.5,175.2632,243.4555,0,0
5/8/2023 13:00,557.69,17.08,166.2,174.9474,87.7331,0,0
5/8/2023 14:00,407.48,16.3,166.3,175.0526,24.0469,0,0
5/8/2023 15:00,327.06,15.97,166.1,162.9291,0,12.54,0
5/8/2023 16:00,66.27,14.31,166.1,34.4902,0,147.7389,0
5/8/2023 17:00,42.36,13.75,166,22.1734,0,160.5931,0
5/8/2023 18:00,2.88,12.96,166.4,1.5209,0,182.7758,0
5/8/2023 19:00,1.25,11.71,166.5,0.6639,0,183.7887,0
5/8/2023 20:00,1.24,10.88,166.6,0.661,0,183.9025,0
5/8/2023 21:00,1.24,10.37,166.9,0.6625,0,64.716,113.5415
5/8/2023 22:00,1.26,10,166.7,0.6743,0,0,174.7994
5/8/2023 23:00,1.25,10.09,166.7,0.6687,0,0,174.805
5/9/2023 0:00,1.26,10,159.3,0.6743,0,0,167.0099
5/9/2023 1:00,1.24,9.95,159.4,0.6637,0,0,167.1257
5/9/2023 2:00,1.22,9.17,159.9,0.6553,0,0,167.6605
5/9/2023 3:00,1.24,8.89,160.2,0.6668,0,0,167.9647
5/9/2023 4:00,1.23,8.43,160.4,0.6628,0,0,168.1793
5/9/2023 5:00,1.23,8.28,159.8,0.6632,0,0,167.5473
5/9/2023 6:00,11.45,8.56,159.8,6.1581,0,0,162.0524
5/9/2023 7:00,217.15,10.79,159.6,112.502,0,0,55.498
5/9/2023 8:00,521.16,15,159.2,167.5789,81.795,0,0
5/9/2023 9:00,745.64,16.39,167,175.7895,164.2749,0,0
5/9/2023 10:00,889.62,17.87,165.8,174.5263,217.9246,0,0
5/9/2023 11:00,980.45,18.29,161.9,170.4211,254.1191,0,0
5/9/2023 12:00,1053.05,18.13,159,167.3684,283.0801,0,0
5/9/2023 13:00,844.45,17.41,167.3,176.1053,132.8063,0,0
5/9/2023 14:00,632.89,17.36,161.6,170.1053,0,0,0
5/9/2023 15:00,473.49,16.62,161.4,169.8947,0,0,0
5/9/2023 16:00,340.1,15.79,161.4,169.2564,0,0.672,0
5/9/2023 17:00,86.71,14.95,161.3,44.8728,0,131.4912,0
5/9/2023 18:00,1.97,12.5,161.5,1.0426,0,177.8499,0
5/9/2023 19:00,1.24,10.56,161.7,0.662,0,178.4722,0
5/9/2023 20:00,1.24,10,158.1,0.6636,0,174.4815,0
5/9/2023 21:00,1.24,9.77,154.2,0.6643,0,170.1595,0
5/9/2023 22:00,1.23,10.09,154.6,0.658,0,170.6093,0
5/9/2023 23:00,1.24,10.05,154.6,0.6635,0,130.2644,38.3222
5/10/2023 0:00,1.24,8.97,153.7,0.6666,0,0,161.1229
5/10/2023 1:00,1.24,9.44,153.7,0.6652,0,0,161.1242
5/10/2023 2:00,1.24,9.6,153.7,0.6648,0,0,161.1247
5/10/2023 3:00,1.24,8.54,153.7,0.6679,0,0,161.1216
5/10/2023 4:00,1.23,8.33,153.6,0.6631,0,0,161.0211
5/10/2023 5:00,1.22,8.15,153.9,0.6582,0,0,161.3418
5/10/2023 6:00,10.35,8.29,154,5.5739,0,0,156.5314
5/10/2023 7:00,219.11,10.79,153.8,113.4872,0,0,48.4075
5/10/2023 8:00,528.54,14.86,153.4,161.4737,90.9116,0,0
5/10/2023 9:00,741.03,16.39,160.3,168.7368,169.1555,0,0
5/10/2023 10:00,875.51,16.81,161.5,170,219.0377,0,0
5/10/2023 11:00,1017.84,17.08,161.4,169.8947,270.6849,0,0
5/10/2023 12:00,1017.58,17.13,161.5,170,270.3786,0,0
5/10/2023 13:00,929.66,17.31,161.4,169.8947,113.8317,0,0
5/10/2023 14:00,803.14,17.12,161.4,169.8947,0,0,0
5/10/2023 15:00,607.98,16.71,161.4,169.8947,0,0,0
5/10/2023 16:00,368.67,15.79,161.3,169.7895,0,0,0
5/10/2023 17:00,87.93,15.14,161.4,45.4573,0,130.9867,0
5/10/2023 18:00,2.17,12.92,161.5,1.1463,0,177.7408,0
5/10/2023 19:00,1.25,11.57,161.7,0.6643,0,178.4697,0
5/10/2023 20:00,1.24,10.28,161.7,0.6628,0,178.4713,0
5/10/2023 21:00,1.23,9.31,161.9,0.6602,0,178.6956,0
5/10/2023 22:00,1.23,9.81,160.9,0.6588,0,177.5891,0
5/10/2023 23:00,1.24,9.72,160.9,0.6644,0,112.0469,62.2595
5/11/2023 0:00,1.24,10.62,154.6,0.6618,0,0,162.075
5/11/2023 1:00,1.23,11.11,154.1,0.655,0,0,161.5555
5/11/2023 2:00,1.25,11.11,154.1,0.6657,0,0,161.5448
5/11/2023 3:00,1.24,11.02,154.2,0.6606,0,0,161.6552
5/11/2023 4:00,1.23,10.69,154.2,0.6563,0,0,161.6595
5/11/2023 5:00,1.23,10.6,154.3,0.6565,0,0,161.7645
5/11/2023 6:00,11.9,10,154.3,6.3595,0,0,156.0616
5/11/2023 7:00,225.54,10.83,154.1,116.6942,0,0,45.5164
5/11/2023 8:00,530.76,14.31,153.5,161.5789,92.4105,0,0
5/11/2023 9:00,740.19,14.58,161.2,169.6842,170.9147,0,0
5/11/2023 10:00,891.46,15.05,161.4,169.8947,228.6207,0,0
5/11/2023 11:00,962.92,14.91,161.3,169.7895,255.6774,0,0
5/11/2023 12:00,935.13,15.23,161.1,169.5789,244.9159,0,0
5/11/2023 13:00,946.72,15.56,161.1,169.5789,141.4607,0,0
5/11/2023 14:00,720.26,15.69,160.7,169.1579,0,0,0
5/11/2023 15:00,611.62,15.97,160.7,169.1579,0,0,0
5/11/2023 16:00,350.72,15.93,160.5,168.9474,0,0,0
5/11/2023 17:00,78.16,15.46,160.5,40.4016,0,135.3114,0
5/11/2023 18:00,2.05,13.7,160.5,1.0791,0,176.7034,0
5/11/2023 19:00,1.24,12.04,160.5,0.6577,0,177.1471,0
5/11/2023 20:00,1.24,11.11,160.5,0.6604,0,177.1442,0
5/11/2023 21:00,1.24,10.74,160.5,0.6614,0,177.1431,0
5/11/2023 22:00,1.24,10.56,160.4,0.662,0,177.0317,0
5/11/2023 23:00,1.24,10.56,160.4,0.662,0,113.5192,60.3369
5/12/2023 0:00,1.24,9.88,152.9,0.664,0,0,160.2834
5/12/2023 1:00,1.23,9.26,153,0.6604,0,0,160.3922
5/12/2023 2:00,1.24,8.89,152.9,0.6668,0,0,160.2805
5/12/2023 3:00,1.23,8.43,152.8,0.6628,0,0,160.1793
5/12/2023 4:00,1.23,8.33,154,0.6631,0,0,161.4422
5/12/2023 5:00,1.22,7.69,160.2,0.6595,0,0,167.9721
5/12/2023 6:00,14.85,7.45,160.2,8.0219,0,0,160.6097
5/12/2023 7:00,197.31,10.09,159.8,102.8238,0,0,65.3867
5/12/2023 8:00,388.9,12.78,159.5,167.8947,25.7076,0,0
5/12/2023 9:00,699.86,14.44,159.5,167.8947,156.6282,0,0
5/12/2023 10:00,864.3,15.42,159.3,167.6842,219.6963,0,0
5/12/2023 11:00,768.38,15.46,159.1,167.4737,182.7029,0,0
5/12/2023 12:00,800.23,14.35,159,167.3684,197.247,0,0
5/12/2023 13:00,920.93,15.23,158.7,167.0526,242.0263,0,0
5/12/2023 14:00,826.06,15.56,158.7,167.0526,109.9916,0,0
5/12/2023 15:00,583.83,15.32,158.9,167.2632,0,0,0
5/12/2023 16:00,337.43,14.44,159,167.3684,0,0,0
5/12/2023 17:00,85.02,14.63,158.9,44.0723,0,129.6746,0
5/12/2023 18:00,1.97,13.24,159,1.0392,0,175.0834,0
5/12/2023 19:00,1.25,12.5,155,0.6616,0,171.0487,0
5/12/2023 20:00,1.24,11.67,151.9,0.6587,0,167.6168,0
5/12/2023 21:00,1.24,11.48,152,0.6593,0,167.7271,0
5/12/2023 22:00,1.24,11.25,152.3,0.66,0,168.0588,0
5/12/2023 23:00,1.25,10.69,152.3,0.6669,0,154.7906,12.5978
5/13/2023 0:00,1.24,10.56,152.7,0.662,0,0,160.0749
5/13/2023 1:00,1.24,10,152.4,0.6636,0,0,159.7575
5/13/2023 2:00,1.23,9.12,152,0.6608,0,0,159.3392
5/13/2023 3:00,1.23,8.38,152,0.6629,0,0,159.3371
5/13/2023 4:00,1.22,8.61,152,0.6569,0,0,159.3431
5/13/2023 5:00,1.25,8.89,152.1,0.6722,0,0,159.4331
5/13/2023 6:00,10.57,9.54,152.3,5.6611,0,0,154.6546
5/13/2023 7:00,206.05,12.41,95.5,100.5263,5.3217,0,0
5/13/2023 8:00,531.68,16.06,152.6,160.6316,91.6268,0,0
5/13/2023 9:00,743.55,17.55,152.4,160.4211,176.1248,0,0
5/13/2023 10:00,898.23,18.29,152.5,160.5263,233.5782,0,0
5/13/2023 11:00,989.11,18.33,152.5,160.5263,266.5316,0,0
5/13/2023 12:00,1004,18.06,152.5,160.5263,272.4437,0,0
5/13/2023 13:00,941.2,17.92,152.4,160.4211,88.3731,0,0
5/13/2023 14:00,806.44,17.82,152,160,0,0,0
5/13/2023 15:00,611.83,18.52,151.7,159.6842,0,0,0
5/13/2023 16:00,369.07,18.19,151.7,159.6842,0,0,0
5/13/2023 17:00,89.87,16.87,151.7,46.0826,0,119.5806,0
5/13/2023 18:00,1.91,13.33,152.1,1.0071,0,167.4717,0
5/13/2023 19:00,1.24,11.76,152.4,0.6585,0,168.1711,0
5/13/2023 20:00,1.24,11.16,152.4,0.6602,0,168.1693,0
5/13/2023 21:00,1.24,10.42,152.5,0.6624,0,168.2778,0
5/13/2023 22:00,1.23,10.46,152.5,0.6569,0,168.2836,0
5/13/2023 23:00,1.24,10.56,152.5,0.662,0,168.2783,0
5/14/2023 0:00,1.24,11.11,152.4,0.6604,0,5.7675,154.2815
5/14/2023 1:00,1.24,11.11,152.2,0.6604,0,0,159.5502
5/14/2023 2:00,1.23,10.91,152.3,0.6556,0,0,159.6602
5/14/2023 3:00,1.23,9.65,152.1,0.6593,0,0,159.446
5/14/2023 4:00,1.23,9.81,152,0.6588,0,0,159.3412
5/14/2023 5:00,1.23,9.35,151.8,0.6601,0,0,159.1293
5/14/2023 6:00,10.53,10.32,151.9,5.6204,0,0,154.2743
5/14/2023 7:00,206.59,13.94,151.7,105.6556,0,0,54.0286
5/14/2023 8:00,535.7,15.32,151.3,159.2632,95.5142,0,0
5/14/2023 9:00,745.13,16.48,117.4,123.5789,213.524,0,0
5/14/2023 10:00,898.59,17.27,33,34.7368,355.2575,0,0
5/14/2023 11:00,984.68,16.9,160,168.4211,260.5906,0,0
5/14/2023 12:00,999.31,17.78,159.8,168.2105,209.1137,0,0
5/14/2023 13:00,935.02,17.73,159.8,168.2105,0,0,0
5/14/2023 14:00,801.97,17.78,159.6,168,0,0,0
5/14/2023 15:00,610.25,17.41,159.5,167.8947,0,0,0
5/14/2023 16:00,367.28,16.9,159.7,168.1053,0,0,0
5/14/2023 17:00,81.13,16.62,159.7,41.6987,0,133.0596,0
5/14/2023 18:00,1.85,13.52,159.6,0.9747,0,175.8161,0
5/14/2023 19:00,1.24,11.99,159.9,0.6578,0,176.4821,0
5/14/2023 20:00,1.23,11.2,160,0.6548,0,176.5961,0
5/14/2023 21:00,1.22,10.56,159.4,0.6513,0,175.9349,0
5/14/2023 22:00,1.22,11.2,159.6,0.6495,0,176.1585,0
5/14/2023 23:00,1.23,11.2,159.6,0.6548,0,119.9527,53.3901
5/15/2023 0:00,1.23,10.16,153,0.6578,0,0,160.3948
5/15/2023 1:00,1.21,9.72,152.7,0.6483,0,0,160.0885
5/15/2023 2:00,1.22,9.68,152.9,0.6538,0,0,160.2936
5/15/2023 3:00,1.23,10,152.6,0.6583,0,0,159.9733
5/15/2023 4:00,1.21,10.05,152.1,0.6474,0,0,159.4579
5/15/2023 5:00,1.21,9.91,152,0.6478,0,0,159.3522
5/15/2023 6:00,10.35,9.44,151.8,5.5459,0,0,154.2436
5/15/2023 7:00,204.79,12.73,151.1,105.3433,0,0,53.7093
5/15/2023 8:00,534.87,17.78,156.3,164.5263,87.224,0,0
5/15/2023 9:00,745.66,18.38,158.9,167.2632,169.07,0,0
5/15/2023 10:00,897.8,18.75,159,167.3684,225.9973,0,0
5/15/2023 11:00,988.19,19.09,158.7,167.0526,258.3261,0,0
5/15/2023 12:00,1002.59,20.37,158.6,166.9474,260.6711,0,0
5/15/2023 13:00,937.74,20.61,158.8,167.1579,132.7115,0,0
5/15/2023 14:00,803.43,20.23,158.5,166.8421,0,0,0
5/15/2023 15:00,606.39,19.58,158.3,166.6316,0,0,0
5/15/2023 16:00,362.4,18.75,158.4,166.7368,0,0,0
5/15/2023 17:00,78.09,18.06,158.5,39.8887,0,133.6352,0
5/15/2023 18:00,1.79,15.32,158.5,0.9355,0,174.6385,0
5/15/2023 19:00,1.23,12.78,158.7,0.6502,0,175.1604,0
5/15/2023 20:00,1.23,12.12,158.9,0.6521,0,175.38,0
5/15/2023 21:00,1.23,12.18,159,0.6519,0,175.491,0
5/15/2023 22:00,1.23,12.22,158.9,0.6518,0,175.3803,0
5/15/2023 23:00,1.22,10.79,158.9,0.6506,0,124.3144,48.5138
5/16/2023 0:00,1.22,10.31,158.5,0.652,0,0,166.1901
5/16/2023 1:00,1.21,9.65,156.4,0.6485,0,0,163.983
5/16/2023 2:00,1.22,9.49,153.3,0.6544,0,0,160.7141
5/16/2023 3:00,1.22,9.77,158.4,0.6536,0,0,166.0833
5/16/2023 4:00,1.22,10,158.4,0.6529,0,0,166.0839
5/16/2023 5:00,1.22,9.49,158.3,0.6544,0,0,165.9772
5/16/2023 6:00,25.27,10.09,158.3,13.4754,0,0,153.1562
5/16/2023 7:00,191.59,13.01,158,98.6055,0,0,67.7103
5/16/2023 8:00,398.72,16.82,157.9,166.2105,28.1258,0,0
5/16/2023 9:00,648.67,18.01,155,163.1579,135.0596,0,0
5/16/2023 10:00,798.56,19.12,155.2,163.3684,191.8889,0,0
5/16/2023 11:00,607.07,19.07,157.4,165.6842,114.3125,0,0
5/16/2023 12:00,688.53,19.07,157.2,165.4737,147.2159,0,0
5/16/2023 13:00,947.12,20.05,157.6,165.8947,242.6695,0,0
5/16/2023 14:00,415.63,18.61,162.1,170.6316,29.6837,0,0
5/16/2023 15:00,343.23,17.36,162,169.472,0,1.1098,0
5/16/2023 16:00,210.9,16.9,162.1,106.3287,0,67.6872,0
5/16/2023 17:00,61.08,15.61,157.7,31.6248,0,141.4476,0
5/16/2023 18:00,1.37,13.94,158.1,0.7205,0,174.4217,0
5/16/2023 19:00,1.23,13.24,158.1,0.6489,0,174.497,0
5/16/2023 20:00,1.22,12.78,158.4,0.6449,0,174.8336,0
